,receptor,missing_frame
996,adrb2,at-frame228200
997,adrb2,at-frame228400
998,adrb2,at-frame228600
999,adrb2,at-frame229600
1000,adrb2,at-frame229800
1001,adrb2,at-frame230000
1002,adrb2,at-frame230400
1003,adrb2,at-frame231000
1004,adrb2,at-frame231200
1005,adrb2,at-frame231600
1006,adrb2,at-frame231800
1007,adrb2,at-frame232000
1008,adrb2,at-frame232200
1009,adrb2,at-frame232400
1010,adrb2,at-frame232600
1011,adrb2,at-frame232800
1012,adrb2,at-frame233400
1013,adrb2,at-frame233600
1014,adrb2,at-frame234000
1015,adrb2,at-frame234200
1016,adrb2,at-frame234400
1017,adrb2,at-frame234800
1018,adrb2,at-frame235000
1019,adrb2,at-frame235200
1020,adrb2,at-frame235400
1021,adrb2,at-frame235600
1022,adrb2,at-frame235800
1023,adrb2,at-frame236000
1024,adrb2,at-frame236200
1025,adrb2,at-frame236400
1026,adrb2,at-frame236600
1027,adrb2,at-frame236800
1028,adrb2,at-frame237000
1029,adrb2,at-frame237200
1030,adrb2,at-frame237400
1031,adrb2,at-frame237600
1032,adrb2,at-frame237800
1033,adrb2,at-frame238000
1034,adrb2,at-frame238200
1035,adrb2,at-frame238400
1036,adrb2,at-frame238600
1037,adrb2,at-frame238800
1038,adrb2,at-frame239400
1039,adrb2,at-frame239800
1040,adrb2,at-frame240000
1041,adrb2,at-frame240400
1042,adrb2,at-frame240600
1043,adrb2,at-frame241000
1044,adrb2,at-frame241200
1045,adrb2,at-frame241400
1046,adrb2,at-frame241800
1047,adrb2,at-frame242000
1048,adrb2,at-frame242200
1049,adrb2,at-frame242400
1050,adrb2,at-frame242800
1051,adrb2,at-frame243000
1052,adrb2,at-frame243200
1053,adrb2,at-frame243400
1054,adrb2,at-frame243600
1055,adrb2,at-frame243800
1056,adrb2,at-frame244000
1057,adrb2,at-frame244200
1058,adrb2,at-frame244400
1059,adrb2,at-frame244800
1060,adrb2,at-frame245000
1061,adrb2,at-frame245200
1062,adrb2,at-frame245400
1063,adrb2,at-frame245600
1064,adrb2,at-frame246000
1065,adrb2,at-frame246200
1066,adrb2,at-frame246400
1067,adrb2,at-frame247000
1068,adrb2,at-frame247200
1069,adrb2,at-frame247400
1070,adrb2,at-frame247600
1071,adrb2,at-frame248000
1072,adrb2,at-frame249000
1073,adrb2,at-frame249200
1074,adrb2,at-frame249400
1075,adrb2,at-frame249600
1076,adrb2,at-frame249800
1077,adrb2,at-frame250000
1078,adrb2,at-frame250200
1079,adrb2,at-frame250400
1080,adrb2,at-frame250600
1081,adrb2,at-frame250800
1082,adrb2,at-frame251000
1083,adrb2,at-frame251200
1084,adrb2,at-frame251400
1085,adrb2,at-frame251600
1086,adrb2,at-frame251800
1087,adrb2,at-frame252000
1088,adrb2,at-frame252200
1089,adrb2,at-frame252400
1090,adrb2,at-frame252600
1091,adrb2,at-frame253000
1092,adrb2,at-frame253200
1093,adrb2,at-frame253400
1094,adrb2,at-frame253600
1095,adrb2,at-frame253800
1096,adrb2,at-frame254000
1097,adrb2,at-frame254200
1098,adrb2,at-frame254400
1099,adrb2,at-frame254600
1100,adrb2,at-frame254800
1101,adrb2,at-frame255000
1102,adrb2,at-frame255200
1103,adrb2,at-frame255400
1104,adrb2,at-frame255600
1105,adrb2,at-frame255800
1106,adrb2,at-frame256000
1107,adrb2,at-frame256200
1108,adrb2,at-frame256400
1109,adrb2,at-frame256600
1110,adrb2,at-frame256800
1111,adrb2,at-frame257000
1112,adrb2,at-frame257200
1113,adrb2,at-frame257400
1114,adrb2,at-frame257600
1115,adrb2,at-frame257800
1116,adrb2,at-frame258000
1117,adrb2,at-frame258200
1118,adrb2,at-frame258400
1119,adrb2,at-frame258600
1120,adrb2,at-frame258800
1121,adrb2,at-frame259000
1122,adrb2,at-frame259200
1123,adrb2,at-frame259400
1124,adrb2,at-frame259600
1125,adrb2,at-frame259800
1126,adrb2,at-frame260000
1127,adrb2,at-frame260200
1128,adrb2,at-frame260400
1129,adrb2,at-frame260600
1130,adrb2,at-frame260800
1131,adrb2,at-frame261000
1132,adrb2,at-frame261200
1133,adrb2,at-frame261600
1134,adrb2,at-frame261800
1135,adrb2,at-frame262000
1136,adrb2,at-frame262200
1137,adrb2,at-frame262400
1138,adrb2,at-frame262600
1139,adrb2,at-frame262800
1140,adrb2,at-frame263000
1141,adrb2,at-frame263200
1142,adrb2,at-frame263400
1143,adrb2,at-frame263600
1144,adrb2,at-frame264000
1145,adrb2,at-frame264200
1146,adrb2,at-frame264400
1147,adrb2,at-frame264600
1148,adrb2,at-frame264800
1149,adrb2,at-frame265000
1150,adrb2,at-frame265200
1151,adrb2,at-frame265400
1152,adrb2,at-frame265600
1153,adrb2,at-frame265800
1154,adrb2,at-frame266000
1155,adrb2,at-frame266200
1156,adrb2,at-frame266400
1157,adrb2,at-frame266600
1158,adrb2,at-frame266800
1159,adrb2,at-frame267000
1160,adrb2,at-frame267200
1161,adrb2,at-frame267400
1162,adrb2,at-frame267600
1163,adrb2,at-frame267800
1164,adrb2,at-frame268000
1165,adrb2,at-frame268200
1166,adrb2,at-frame268400
1167,adrb2,at-frame268600
1168,adrb2,at-frame268800
1169,adrb2,at-frame269000
1170,adrb2,at-frame269200
1171,adrb2,at-frame269400
1172,adrb2,at-frame269600
1173,adrb2,at-frame269800
1174,adrb2,at-frame270000
1175,adrb2,at-frame270200
1176,adrb2,at-frame270400
1177,adrb2,at-frame270600
1178,adrb2,at-frame270800
1179,adrb2,at-frame271000
1180,adrb2,at-frame271400
1181,adrb2,at-frame271600
1182,adrb2,at-frame271800
1183,adrb2,at-frame272000
1184,adrb2,at-frame272200
1185,adrb2,at-frame272600
1186,adrb2,at-frame272800
1187,adrb2,at-frame273000
1188,adrb2,at-frame273200
1189,adrb2,at-frame273400
1190,adrb2,at-frame273600
1191,adrb2,at-frame273800
1192,adrb2,at-frame274000
1193,adrb2,at-frame274200
1194,adrb2,at-frame274400
1195,adrb2,at-frame274600
1196,adrb2,at-frame274800
1197,adrb2,at-frame275000
1198,adrb2,at-frame275200
1199,adrb2,at-frame275400
1200,adrb2,at-frame275600
1201,adrb2,at-frame275800
1202,adrb2,at-frame276000
1203,adrb2,at-frame276200
1204,adrb2,at-frame276600
1205,adrb2,at-frame276800
1206,adrb2,at-frame277200
1207,adrb2,at-frame277400
1208,adrb2,at-frame277600
1209,adrb2,at-frame277800
1210,adrb2,at-frame278000
1211,adrb2,at-frame278200
1212,adrb2,at-frame278400
1213,adrb2,at-frame278600
1214,adrb2,at-frame278800
1215,adrb2,at-frame279000
1216,adrb2,at-frame279200
1217,adrb2,at-frame279400
1218,adrb2,at-frame279800
1219,adrb2,at-frame280000
1220,adrb2,at-frame280200
1221,adrb2,at-frame280400
1222,adrb2,at-frame280600
1223,adrb2,at-frame281000
1224,adrb2,at-frame281400
1225,adrb2,at-frame281800
1226,adrb2,at-frame282000
1227,adrb2,at-frame282200
1228,adrb2,at-frame282400
1229,adrb2,at-frame282600
1230,adrb2,at-frame282800
1231,adrb2,at-frame283200
1232,adrb2,at-frame283400
1233,adrb2,at-frame283600
1234,adrb2,at-frame283800
1235,adrb2,at-frame284000
1236,adrb2,at-frame284200
1237,adrb2,at-frame284600
1238,adrb2,at-frame284800
1239,adrb2,at-frame285000
1240,adrb2,at-frame285200
1241,adrb2,at-frame285400
1242,adrb2,at-frame285800
1243,adrb2,at-frame286000
1244,adrb2,at-frame287200
1245,adrb2,at-frame287400
1246,adrb2,at-frame287600
1247,adrb2,at-frame288000
1248,adrb2,at-frame288200
1249,adrb2,at-frame288600
1250,adrb2,at-frame289400
1251,adrb2,at-frame289600
1252,adrb2,at-frame289800
1253,adrb2,at-frame290200
1254,adrb2,at-frame290400
1255,adrb2,at-frame291000
1256,adrb2,at-frame291400
1257,adrb2,at-frame292800
1258,adrb2,at-frame293200
1259,adrb2,at-frame293800
1260,adrb2,at-frame294000
1261,adrb2,at-frame294600
1262,adrb2,at-frame294800
1263,adrb2,at-frame295000
1264,adrb2,at-frame295400
1265,adrb2,at-frame295800
1266,adrb2,at-frame296400
1267,adrb2,at-frame297000
1268,adrb2,at-frame297200
1269,adrb2,at-frame298000
1270,adrb2,at-frame299600
1271,adrb2,at-frame302000
1272,adrb2,at-frame302400
1273,adrb2,at-frame303600
1274,adrb2,at-frame304400
1275,adrb2,at-frame305000
1276,adrb2,at-frame305400
1277,adrb2,at-frame305800
1278,adrb2,at-frame306000
1279,adrb2,at-frame306200
1280,adrb2,at-frame306600
1281,adrb2,at-frame307200
1282,adrb2,at-frame307400
1283,adrb2,at-frame308200
1284,adrb2,at-frame309600
1285,adrb2,at-frame310400
1286,adrb2,at-frame311000
1287,adrb2,at-frame311200
1288,adrb2,at-frame313000
1289,adrb2,at-frame314400
1290,adrb2,at-frame315200
1291,adrb2,at-frame315400
1292,adrb2,at-frame316000
1293,adrb2,at-frame316800
1294,adrb2,at-frame317400
1295,adrb2,at-frame317800
1296,adrb2,at-frame318400
1297,adrb2,at-frame318800
1298,adrb2,at-frame319000
1299,adrb2,at-frame319600
1300,adrb2,at-frame319800
1301,adrb2,at-frame320000
1302,adrb2,at-frame320200
1303,adrb2,at-frame321000
1304,adrb2,at-frame321400
1305,adrb2,at-frame322600
1306,adrb2,at-frame325400
1307,adrb2,at-frame326000
1308,adrb2,at-frame327000
1309,adrb2,at-frame327200
1310,adrb2,at-frame327400
1311,adrb2,at-frame327800
1312,adrb2,at-frame328400
1313,adrb2,at-frame328800
1314,adrb2,at-frame329600
1315,adrb2,at-frame332000
1316,adrb2,at-frame332200
1317,adrb2,at-frame332800
1318,adrb2,at-frame333000
1319,adrb2,at-frame333400
1320,adrb2,at-frame335800
1321,adrb2,at-frame337000
1322,adrb2,at-frame338200
1323,adrb2,at-frame338400
1324,adrb2,at-frame338600
1325,adrb2,at-frame339000
1326,adrb2,at-frame340000
1327,adrb2,at-frame340400
1328,adrb2,at-frame341200
1329,adrb2,at-frame341600
1330,adrb2,at-frame342400
1331,adrb2,at-frame342800
1332,adrb2,at-frame345600
1333,adrb2,at-frame347200
1334,adrb2,at-frame347600
1335,adrb2,at-frame347800
1336,adrb2,at-frame348000
1337,adrb2,at-frame348200
1338,adrb2,at-frame348800
1339,adrb2,at-frame350800
1340,adrb2,at-frame351000
1341,adrb2,at-frame351400
1342,adrb2,at-frame352800
1343,adrb2,at-frame353400
1344,adrb2,at-frame353600
1345,adrb2,at-frame354000
1346,adrb2,at-frame355000
1347,adrb2,at-frame356000
1348,adrb2,at-frame356200
1349,adrb2,at-frame357800
1350,adrb2,at-frame358600
1351,adrb2,at-frame359200
1352,adrb2,at-frame359400
1353,adrb2,at-frame360200
1354,adrb2,at-frame361200
1355,adrb2,at-frame362800
1356,adrb2,at-frame363000
1357,adrb2,at-frame364400
1358,adrb2,at-frame366000
1359,adrb2,at-frame366400
1360,adrb2,at-frame366600
1361,adrb2,at-frame368000
1362,adrb2,at-frame372800
1363,adrb2,at-frame373000
1364,adrb2,at-frame373600
1365,adrb2,at-frame373800
1366,adrb2,at-frame374200
1367,adrb2,at-frame374800
1368,adrb2,at-frame375400
1369,adrb2,at-frame375800
1370,adrb2,at-frame376800
1371,adrb2,at-frame377600
1372,adrb2,at-frame378800
1373,adrb2,at-frame379000
1374,adrb2,at-frame379200
1375,adrb2,at-frame379600
1376,adrb2,at-frame381400
1377,adrb2,at-frame381600
1378,adrb2,at-frame381800
1379,adrb2,at-frame383800
1380,adrb2,at-frame384800
1381,adrb2,at-frame387600
1382,adrb2,at-frame390800
1383,adrb2,at-frame392000
1384,adrb2,at-frame392200
1385,adrb2,at-frame394200
1386,adrb2,at-frame394800
1387,adrb2,at-frame395200
1388,adrb2,at-frame395600
1389,adrb2,at-frame396000
1390,adrb2,at-frame396200
1391,adrb2,at-frame396400
1392,adrb2,at-frame396800
1393,adrb2,at-frame399000
1394,adrb2,at-frame400400
1395,adrb2,at-frame402000
1396,adrb2,at-frame402400
1397,adrb2,at-frame402600
1398,adrb2,at-frame403200
1399,adrb2,at-frame404000
1400,adrb2,at-frame405200
1401,adrb2,at-frame406800
1402,adrb2,at-frame407200
1403,adrb2,at-frame408400
1404,adrb2,at-frame409200
1405,adrb2,at-frame410800
1406,adrb2,at-frame411200
1407,adrb2,at-frame412000
1408,adrb2,at-frame412800
1409,adrb2,at-frame413400
1410,adrb2,at-frame413800
1411,adrb2,at-frame414200
1412,adrb2,at-frame414400
1413,adrb2,at-frame415600
1414,adrb2,at-frame415800
1415,adrb2,at-frame418400
1416,adrb2,at-frame420600
1417,adrb2,at-frame421000
1418,adrb2,at-frame421400
1419,adrb2,at-frame421600
1420,adrb2,at-frame422400
1421,adrb2,at-frame423000
1422,adrb2,at-frame423200
1423,adrb2,at-frame423400
1424,adrb2,at-frame423800
1425,adrb2,at-frame425000
1426,adrb2,at-frame425800
1427,adrb2,at-frame426400
1428,adrb2,at-frame426600
1429,adrb2,at-frame430200
1430,adrb2,at-frame431400
1431,adrb2,at-frame432000
1432,adrb2,at-frame432200
1433,adrb2,at-frame432800
1434,adrb2,at-frame433200
1435,adrb2,at-frame435600
1436,adrb2,at-frame435800
1437,adrb2,at-frame437600
1438,adrb2,at-frame438800
1439,adrb2,at-frame439400
1440,adrb2,at-frame439600
1441,adrb2,at-frame440000
1442,adrb2,at-frame440600
1443,adrb2,at-frame444800
1444,adrb2,at-frame445600
1445,adrb2,at-frame446400
1446,adrb2,at-frame447000
1447,adrb2,at-frame448000
1448,adrb2,at-frame448400
1449,adrb2,at-frame450400
1450,adrb2,at-frame455800
1451,adrb2,at-frame457600
1452,adrb2,at-frame459600
1453,adrb2,at-frame460200
1454,adrb2,at-frame462000
1455,adrb2,at-frame462600
1456,adrb2,at-frame463200
1457,adrb2,at-frame463600
1458,adrb2,at-frame464000
1459,adrb2,at-frame465200
1460,adrb2,at-frame467400
1461,adrb2,at-frame467800
1462,adrb2,at-frame468200
1463,adrb2,at-frame468800
1464,adrb2,at-frame469400
1465,adrb2,at-frame469600
1466,adrb2,at-frame470000
1467,adrb2,at-frame470800
1468,adrb2,at-frame472400
1469,adrb2,at-frame472600
1470,adrb2,at-frame473000
1471,adrb2,at-frame473400
1472,adrb2,at-frame473600
1473,adrb2,at-frame473800
1474,adrb2,at-frame474000
1475,adrb2,at-frame476000
1476,adrb2,at-frame477000
1477,adrb2,at-frame478000
1478,adrb2,at-frame479200
1479,adrb2,at-frame480000
1480,adrb2,at-frame480200
1481,adrb2,at-frame480600
1482,adrb2,at-frame481000
1483,adrb2,at-frame481200
1484,adrb2,at-frame481400
1485,adrb2,at-frame481800
1486,adrb2,at-frame483200
1487,adrb2,at-frame484000
1488,adrb2,at-frame484600
1489,adrb2,at-frame485200
1490,adrb2,at-frame486000
1491,adrb2,at-frame487200
1492,adrb2,at-frame488600
1493,adrb2,at-frame489400
1494,adrb2,at-frame490200
1495,adrb2,at-frame492600
1496,adrb2,at-frame492800
1497,adrb2,at-frame493400
1498,adrb2,at-frame494200
1499,adrb2,at-frame494600
1500,adrb2,at-frame497000
1501,adrb2,at-frame499200
1502,adrb2,at-frame500400
1503,adrb2,at-frame501000
1504,adrb2,at-frame501200
1505,adrb2,at-frame502000
1506,adrb2,at-frame502800
1507,adrb2,at-frame503200
1508,adrb2,at-frame504000
1509,adrb2,at-frame504600
1510,adrb2,at-frame504800
1511,adrb2,at-frame505400
1512,adrb2,at-frame505600
1513,adrb2,at-frame505800
1514,adrb2,at-frame506400
1515,adrb2,at-frame506600
1516,adrb2,at-frame509400
1517,adrb2,at-frame509600
1518,adrb2,at-frame511600
1519,adrb2,at-frame512000
1520,adrb2,at-frame514200
1521,adrb2,at-frame516200
1522,adrb2,at-frame516800
1523,adrb2,at-frame517200
1524,adrb2,at-frame517600
1525,adrb2,at-frame518600
1526,adrb2,at-frame518800
1527,adrb2,at-frame519000
1528,adrb2,at-frame521000
1529,adrb2,at-frame523000
1530,adrb2,at-frame523400
1531,adrb2,at-frame523800
1532,adrb2,at-frame525400
1533,adrb2,at-frame528200
1534,adrb2,at-frame529800
1535,adrb2,at-frame532800
1536,adrb2,at-frame535400
1537,adrb2,at-frame536000
1538,adrb2,at-frame536400
1539,adrb2,at-frame537000
1540,adrb2,at-frame537400
1541,adrb2,at-frame538000
1542,adrb2,at-frame538400
1543,adrb2,at-frame538800
1544,adrb2,at-frame539000
1545,adrb2,at-frame540000
1546,adrb2,at-frame540800
1547,adrb2,at-frame541400
1548,adrb2,at-frame541600
1549,adrb2,at-frame541800
1550,adrb2,at-frame542200
1551,adrb2,at-frame542400
1552,adrb2,at-frame542600
1553,adrb2,at-frame542800
1554,adrb2,at-frame543000
1555,adrb2,at-frame543200
1556,adrb2,at-frame543400
1557,adrb2,at-frame543600
1558,adrb2,at-frame543800
1559,adrb2,at-frame544200
1560,adrb2,at-frame544400
1561,adrb2,at-frame544600
1562,adrb2,at-frame544800
1563,adrb2,at-frame545000
1564,adrb2,at-frame545200
1565,adrb2,at-frame545600
1566,adrb2,at-frame545800
1567,adrb2,at-frame546000
1568,adrb2,at-frame546200
1569,adrb2,at-frame546400
1570,adrb2,at-frame546600
1571,adrb2,at-frame546800
1572,adrb2,at-frame547000
1573,adrb2,at-frame547200
1574,adrb2,at-frame547400
1575,adrb2,at-frame547800
1576,adrb2,at-frame548200
1577,adrb2,at-frame548400
1578,adrb2,at-frame548600
1579,adrb2,at-frame548800
1580,adrb2,at-frame549200
1581,adrb2,at-frame549400
1582,adrb2,at-frame549600
1583,adrb2,at-frame549800
1584,adrb2,at-frame550200
1585,adrb2,at-frame550400
1586,adrb2,at-frame550600
1587,adrb2,at-frame550800
1588,adrb2,at-frame551000
1589,adrb2,at-frame551400
1590,adrb2,at-frame551600
1591,adrb2,at-frame551800
1592,adrb2,at-frame552200
1593,adrb2,at-frame552400
1594,adrb2,at-frame553200
1595,adrb2,at-frame553400
1596,adrb2,at-frame553600
1597,adrb2,at-frame553800
1598,adrb2,at-frame554000
1599,adrb2,at-frame554200
1600,adrb2,at-frame554600
1601,adrb2,at-frame554800
1602,adrb2,at-frame555000
1603,adrb2,at-frame555200
1604,adrb2,at-frame555400
1605,adrb2,at-frame555600
1606,adrb2,at-frame555800
1607,adrb2,at-frame556000
1608,adrb2,at-frame556200
1609,adrb2,at-frame556400
1610,adrb2,at-frame556600
1611,adrb2,at-frame556800
1612,adrb2,at-frame557000
1613,adrb2,at-frame557200
1614,adrb2,at-frame557400
1615,adrb2,at-frame557600
1616,adrb2,at-frame557800
1617,adrb2,at-frame558000
1618,adrb2,at-frame558200
1619,adrb2,at-frame558400
1620,adrb2,at-frame558600
1621,adrb2,at-frame558800
1622,adrb2,at-frame559000
1623,adrb2,at-frame559200
1624,adrb2,at-frame559400
1625,adrb2,at-frame559600
1626,adrb2,at-frame559800
1627,adrb2,at-frame560200
1628,adrb2,at-frame560400
1629,adrb2,at-frame560600
1630,adrb2,at-frame560800
1631,adrb2,at-frame561000
1632,adrb2,at-frame561200
1633,adrb2,at-frame561400
1634,adrb2,at-frame561600
1635,adrb2,at-frame561800
1636,adrb2,at-frame562000
1637,adrb2,at-frame562200
1638,adrb2,at-frame562400
1639,adrb2,at-frame562600
1640,adrb2,at-frame562800
1641,adrb2,at-frame563000
1642,adrb2,at-frame563200
1643,adrb2,at-frame563400
1644,adrb2,at-frame563600
1645,adrb2,at-frame563800
1646,adrb2,at-frame564000
1647,adrb2,at-frame564200
1648,adrb2,at-frame564400
1649,adrb2,at-frame564600
1650,adrb2,at-frame564800
1651,adrb2,at-frame565000
1652,adrb2,at-frame565200
1653,adrb2,at-frame565400
1654,adrb2,at-frame565600
1655,adrb2,at-frame565800
1656,adrb2,at-frame566000
1657,adrb2,at-frame566200
1658,adrb2,at-frame566400
1659,adrb2,at-frame566600
1660,adrb2,at-frame566800
1661,adrb2,at-frame567200
1662,adrb2,at-frame567600
1663,adrb2,at-frame567800
1664,adrb2,at-frame568000
1665,adrb2,at-frame568800
1666,adrb2,at-frame569000
1667,adrb2,at-frame569200
1668,adrb2,at-frame569400
1669,adrb2,at-frame569600
1670,adrb2,at-frame569800
1671,adrb2,at-frame570000
1672,adrb2,at-frame570200
1673,adrb2,at-frame570400
1674,adrb2,at-frame570600
1675,adrb2,at-frame570800
1676,adrb2,at-frame571000
1677,adrb2,at-frame571200
1678,adrb2,at-frame571400
1679,adrb2,at-frame571600
1680,adrb2,at-frame572000
1681,adrb2,at-frame572200
1682,adrb2,at-frame572800
1683,adrb2,at-frame573000
1684,adrb2,at-frame573200
1685,adrb2,at-frame573400
1686,adrb2,at-frame573600
1687,adrb2,at-frame574000
1688,adrb2,at-frame574200
1689,adrb2,at-frame574400
1690,adrb2,at-frame574600
1691,adrb2,at-frame574800
1692,adrb2,at-frame575000
1693,adrb2,at-frame575200
1694,adrb2,at-frame575400
1695,adrb2,at-frame575800
1696,adrb2,at-frame576000
1697,adrb2,at-frame576200
1698,adrb2,at-frame576600
1699,adrb2,at-frame576800
1700,adrb2,at-frame577000
1701,adrb2,at-frame577200
1702,adrb2,at-frame577800
1703,adrb2,at-frame578000
1704,adrb2,at-frame578200
1705,adrb2,at-frame578400
1706,adrb2,at-frame578600
1707,adrb2,at-frame578800
1708,adrb2,at-frame579000
1709,adrb2,at-frame579200
1710,adrb2,at-frame579400
1711,adrb2,at-frame579600
1712,adrb2,at-frame579800
1713,adrb2,at-frame580000
1714,adrb2,at-frame580200
1715,adrb2,at-frame580400
1716,adrb2,at-frame580600
1717,adrb2,at-frame580800
1718,adrb2,at-frame581000
1719,adrb2,at-frame581400
1720,adrb2,at-frame581600
1721,adrb2,at-frame581800
1722,adrb2,at-frame582200
1723,adrb2,at-frame582400
1724,adrb2,at-frame582800
1725,adrb2,at-frame583200
1726,adrb2,at-frame583400
1727,adrb2,at-frame583800
1728,adrb2,at-frame584000
1729,adrb2,at-frame584200
1730,adrb2,at-frame584400
1731,adrb2,at-frame584600
1732,adrb2,at-frame585000
1733,adrb2,at-frame585200
1734,adrb2,at-frame585400
1735,adrb2,at-frame585600
1736,adrb2,at-frame585800
1737,adrb2,at-frame586200
1738,adrb2,at-frame586400
1739,adrb2,at-frame586800
1740,adrb2,at-frame587000
1741,adrb2,at-frame587200
1742,adrb2,at-frame587400
1743,adrb2,at-frame587600
1744,adrb2,at-frame587800
1745,adrb2,at-frame588000
1746,adrb2,at-frame588200
1747,adrb2,at-frame588400
1748,adrb2,at-frame588600
1749,adrb2,at-frame588800
1750,adrb2,at-frame589000
1751,adrb2,at-frame589200
1752,adrb2,at-frame589400
1753,adrb2,at-frame589600
1754,adrb2,at-frame589800
1755,adrb2,at-frame590200
1756,adrb2,at-frame590400
1757,adrb2,at-frame590600
1758,adrb2,at-frame590800
1759,adrb2,at-frame591000
1760,adrb2,at-frame591200
1761,adrb2,at-frame591400
1762,adrb2,at-frame591600
1763,adrb2,at-frame591800
1764,adrb2,at-frame592000
1765,adrb2,at-frame592200
1766,adrb2,at-frame592400
1767,adrb2,at-frame592600
1768,adrb2,at-frame592800
1769,adrb2,at-frame593000
1770,adrb2,at-frame593200
1771,adrb2,at-frame593400
1772,adrb2,at-frame593600
1773,adrb2,at-frame593800
1774,adrb2,at-frame594000
1775,adrb2,at-frame594200
1776,adrb2,at-frame594400
1777,adrb2,at-frame594800
1778,adrb2,at-frame595000
1779,adrb2,at-frame595200
1780,adrb2,at-frame595400
1781,adrb2,at-frame595600
1782,adrb2,at-frame595800
1783,adrb2,at-frame596000
1784,adrb2,at-frame596200
1785,adrb2,at-frame596400
1786,adrb2,at-frame596800
1787,adrb2,at-frame597000
1788,adrb2,at-frame597200
1789,adrb2,at-frame597400
1790,adrb2,at-frame597600
1791,adrb2,at-frame597800
1792,adrb2,at-frame598000
1793,adrb2,at-frame598200
1794,adrb2,at-frame598400
1795,adrb2,at-frame599000
1796,adrb2,at-frame599200
1797,adrb2,at-frame599400
1798,adrb2,at-frame599600
1799,adrb2,at-frame599800
1800,oprd1,at-frame400
1801,oprd1,at-frame800
1802,oprd1,at-frame1600
1803,oprd1,at-frame2000
1804,oprd1,at-frame2200
1805,oprd1,at-frame4000
1806,oprd1,at-frame5000
1807,oprd1,at-frame6400
1808,oprd1,at-frame6800
1809,oprd1,at-frame7200
1810,oprd1,at-frame7400
1811,oprd1,at-frame7800
1812,oprd1,at-frame10600
1813,oprd1,at-frame11000
1814,oprd1,at-frame12400
1815,oprd1,at-frame12600
1816,oprd1,at-frame13600
1817,oprd1,at-frame14800
1818,oprd1,at-frame15000
1819,oprd1,at-frame15600
1820,oprd1,at-frame16400
1821,oprd1,at-frame18000
1822,oprd1,at-frame18400
1823,oprd1,at-frame18800
1824,oprd1,at-frame19000
1825,oprd1,at-frame19600
1826,oprd1,at-frame20000
1827,oprd1,at-frame20200
1828,oprd1,at-frame20400
1829,oprd1,at-frame21200
1830,oprd1,at-frame22200
1831,oprd1,at-frame22600
1832,oprd1,at-frame22800
1833,oprd1,at-frame23000
1834,oprd1,at-frame23200
1835,oprd1,at-frame24200
1836,oprd1,at-frame25200
1837,oprd1,at-frame25400
1838,oprd1,at-frame26000
1839,oprd1,at-frame26200
1840,oprd1,at-frame26800
1841,oprd1,at-frame27000
1842,oprd1,at-frame27600
1843,oprd1,at-frame28000
1844,oprd1,at-frame28800
1845,oprd1,at-frame29200
1846,oprd1,at-frame30600
1847,oprd1,at-frame30800
1848,oprd1,at-frame31000
1849,oprd1,at-frame31400
1850,oprd1,at-frame32800
1851,oprd1,at-frame33200
1852,oprd1,at-frame33400
1853,oprd1,at-frame33600
1854,oprd1,at-frame34200
1855,oprd1,at-frame34400
1856,oprd1,at-frame35000
1857,oprd1,at-frame35600
1858,oprd1,at-frame36000
1859,oprd1,at-frame36800
1860,oprd1,at-frame37000
1861,oprd1,at-frame38000
1862,oprd1,at-frame38400
1863,oprd1,at-frame39200
1864,oprd1,at-frame39600
1865,oprd1,at-frame40000
1866,oprd1,at-frame40400
1867,oprd1,at-frame41000
1868,oprd1,at-frame41200
1869,oprd1,at-frame41600
1870,oprd1,at-frame42400
1871,oprd1,at-frame43000
1872,oprd1,at-frame43200
1873,oprd1,at-frame43400
1874,oprd1,at-frame43800
1875,oprd1,at-frame44200
1876,oprd1,at-frame44400
1877,oprd1,at-frame45000
1878,oprd1,at-frame46200
1879,oprd1,at-frame46400
1880,oprd1,at-frame46600
1881,oprd1,at-frame49000
1882,oprd1,at-frame50000
1883,oprd1,at-frame50200
1884,oprd1,at-frame51000
1885,oprd1,at-frame51200
1886,oprd1,at-frame51800
1887,oprd1,at-frame52000
1888,oprd1,at-frame52600
1889,oprd1,at-frame52800
1890,oprd1,at-frame53200
1891,oprd1,at-frame53400
1892,oprd1,at-frame54200
1893,oprd1,at-frame54600
1894,oprd1,at-frame55000
1895,oprd1,at-frame56200
1896,oprd1,at-frame56800
1897,oprd1,at-frame58200
1898,oprd1,at-frame58400
1899,oprd1,at-frame60000
1900,oprd1,at-frame60200
1901,oprd1,at-frame60400
1902,oprd1,at-frame60800
1903,oprd1,at-frame61200
1904,oprd1,at-frame61600
1905,oprd1,at-frame61800
1906,oprd1,at-frame62000
1907,oprd1,at-frame63400
1908,oprd1,at-frame63800
1909,oprd1,at-frame64000
1910,oprd1,at-frame64200
1911,oprd1,at-frame64600
1912,oprd1,at-frame65000
1913,oprd1,at-frame65800
1914,oprd1,at-frame66000
1915,oprd1,at-frame67600
1916,oprd1,at-frame69200
1917,oprd1,at-frame70200
1918,oprd1,at-frame70600
1919,oprd1,at-frame71200
1920,oprd1,at-frame72400
1921,oprd1,at-frame72800
1922,oprd1,at-frame73000
1923,oprd1,at-frame73200
1924,oprd1,at-frame73600
1925,oprd1,at-frame74200
1926,oprd1,at-frame74600
1927,oprd1,at-frame75800
1928,oprd1,at-frame76000
