,f_name,k,inds,frame_number
128,torsion angles,12,[ 917 2268 2550 ... 2175 2916  613],"[183200, 453400, 509800, 383600, 34600, 14400, 286600, 70600, 338400, 434800, 583000, 122400]"
129,torsion angles,13,[1434  836 2550 ... 1919 2916  613],"[286600, 167000, 509800, 338400, 34600, 453400, 205000, 70600, 434800, 14400, 383600, 583000, 122400]"
130,torsion angles,14,[1693  613  836 ... 1052 2916  419],"[338400, 122400, 167000, 286600, 13000, 383600, 509800, 58400, 434800, 47200, 453400, 210200, 583000, 83600]"
131,torsion angles,15,[1919 1370 1693 ...  419 2268 1026],"[383600, 273800, 338400, 122400, 509800, 161400, 58400, 47200, 13000, 239800, 583000, 434800, 83600, 453400, 205000]"
132,torsion angles,16,[ 613 1434 2581 ...  116  284  836],"[122400, 286600, 516000, 338400, 74200, 47200, 205000, 453400, 583000, 530600, 13000, 383600, 434800, 23000, 56600, 167000]"
133,torsion angles,17,[ 613 1693 2550 ... 2175 1832   66],"[122400, 338400, 509800, 205000, 23000, 74200, 583000, 273800, 398600, 47200, 56600, 466600, 161400, 239800, 434800, 366200, 13000]"
134,torsion angles,18,[1370 2268 1693 ... 2916  856  653],"[273800, 453400, 338400, 509800, 104600, 74200, 205000, 383600, 477400, 13000, 434800, 47200, 23000, 61400, 239800, 583000, 171000, 130400]"
135,torsion angles,19,[ 237 2175 2365 ... 2735 1200 1693],"[47200, 434800, 472800, 307800, 205000, 104600, 273800, 516000, 13000, 383600, 130400, 23000, 56600, 583000, 167000, 74200, 546800, 239800, 338400]"
136,torsion angles,20,[  56 2175  653 ...   73  330  116],"[11000, 434800, 130400, 239800, 56600, 338400, 74200, 171000, 583000, 383600, 516000, 453400, 47200, 205000, 104600, 546800, 273800, 14400, 65800, 23000]"
137,torsion angles,21,[1233  116 2581 ...  378 1162 2388],"[246400, 23000, 516000, 453400, 103800, 56600, 90200, 583000, 383600, 13000, 210200, 174000, 338400, 130400, 434800, 546800, 273800, 47200, 75400, 232200, 477400]"
138,torsion angles,22,[ 653 1693 2597 ...  396 1832 2365],"[130400, 338400, 519200, 23000, 205000, 273800, 13000, 90200, 398600, 583000, 53000, 546800, 434800, 307800, 103800, 61400, 239800, 171000, 488600, 79000, 366200, 472800]"
139,torsion angles,23,[ 264 2230 1026 ...  321  520 1545],"[52600, 445800, 205000, 472800, 546800, 90200, 13000, 398600, 74600, 273800, 239800, 130400, 583000, 167000, 47200, 338400, 434800, 366200, 516000, 23000, 64000, 103800, 308800]"
140,torsion angles,24,[1919 2735 1200 ... 1359 2268  237],"[383600, 546800, 239800, 338400, 65800, 210200, 104600, 23000, 583000, 137400, 74200, 259600, 152000, 488600, 519200, 56600, 434800, 220800, 171000, 477400, 13000, 271600, 453400, 47200]"
141,torsion angles,25,[1052 1545 2625 ... 2030 1832  284],"[210200, 308800, 524800, 130400, 13000, 434800, 273800, 569600, 65800, 405200, 472800, 174000, 47200, 232200, 74200, 338400, 104600, 588000, 23000, 246400, 546800, 488600, 405800, 366200, 56600]"
142,torsion angles,26,[ 520 2597 1832 ...  330 2801 1693],"[103800, 519200, 366200, 56600, 13000, 171000, 74600, 405200, 239800, 583000, 205000, 47200, 271600, 130400, 477400, 90200, 259600, 434800, 405800, 307800, 538000, 23000, 488600, 65800, 560000, 338400]"
143,torsion angles,27,[1299 2735 1545 ... 2030  330  452],"[259600, 546800, 308800, 210200, 103800, 56600, 588000, 405200, 368800, 74600, 23000, 434800, 47200, 220800, 569600, 13000, 171000, 453600, 130400, 516000, 239800, 271600, 480000, 338400, 405800, 65800, 90200]"
144,torsion angles,28,[2316  761  856 ...  266  330 1162],"[463000, 152000, 171000, 488600, 398600, 13000, 74600, 210200, 583000, 271600, 39800, 103800, 338400, 519200, 137400, 434800, 58400, 546800, 308800, 90200, 259600, 23000, 453600, 368800, 246400, 53000, 65800, 232200]"
145,torsion angles,29,[ 374 2365 2026 ... 2230  330 1832],"[74600, 472800, 405000, 103800, 171000, 47200, 232200, 13000, 546800, 210200, 569600, 246400, 405800, 130400, 434800, 488600, 23000, 326600, 30200, 519200, 53200, 308800, 271600, 90200, 583000, 259600, 445800, 65800, 366200]"
146,torsion angles,30,[2030 1545 2597 ...  452   73 2941],"[405800, 308800, 519200, 232200, 130400, 23000, 271600, 580600, 472800, 338400, 56600, 74600, 434800, 488600, 11000, 259600, 47200, 103800, 538000, 171000, 450800, 246400, 405200, 210200, 366200, 65800, 560000, 90200, 14400, 588000]"
147,torsion angles,31,[2941 1233 2388 ...  374 2735 1162],"[588000, 246400, 477400, 152000, 271600, 30400, 90200, 210800, 338400, 519200, 11000, 171000, 71000, 405200, 307800, 259600, 405800, 23000, 47200, 434800, 210200, 14400, 137400, 569600, 103800, 488600, 61400, 366200, 74600, 546800, 232200]"
148,torsion angles,32,[2401 2175  330 ... 2323 2801  929],"[480000, 434800, 65800, 6800, 236600, 143800, 488600, 583000, 47200, 308800, 259600, 338400, 546800, 21200, 368800, 210800, 162600, 319800, 30200, 90200, 103800, 519200, 53200, 152000, 74600, 246400, 271600, 208400, 398600, 464400, 560000, 185600]"
149,torsion angles,33,[2228 1994 2355 ... 1162 2849 2269],"[445400, 398600, 470800, 103800, 171000, 366200, 64000, 11000, 271600, 583000, 524800, 210800, 47200, 90200, 434800, 54200, 552800, 30200, 137400, 338400, 259600, 74600, 152000, 546800, 246400, 208400, 23000, 488600, 14400, 308800, 232200, 569600, 453600]"
150,torsion angles,34,[1043 1233 2735 ...  452 1299 2323],"[208400, 246400, 546800, 368800, 152000, 74600, 53000, 6800, 405800, 588000, 56600, 308800, 434800, 480000, 488600, 347000, 210800, 341400, 519200, 185600, 65800, 271600, 103800, 28200, 405000, 19600, 137400, 39800, 236600, 162600, 569600, 90200, 259600, 464400]"
151,torsion angles,35,[  56 1162 2444 ... 2269 2735  152],"[11000, 232200, 488600, 480000, 126000, 405200, 64000, 90200, 210200, 588000, 326600, 366200, 74600, 429400, 271600, 519200, 146800, 23000, 38600, 308800, 171000, 103800, 210800, 259600, 53000, 338400, 246400, 14400, 405800, 569600, 420200, 53200, 453600, 546800, 30200]"
152,torsion angles,36,[1832 1162 2444 ... 2269  272 1600],"[366200, 232200, 488600, 171000, 90200, 14800, 47200, 405200, 569600, 152000, 273800, 74600, 434800, 308800, 538000, 103800, 30200, 588000, 65800, 6800, 210800, 338400, 210200, 137400, 480000, 560000, 23000, 519200, 115400, 259600, 405800, 271600, 246400, 453600, 54200, 319800]"
153,torsion angles,37,[  66 2645  856 ... 1233 2444 1699],"[13000, 528800, 171000, 307800, 450800, 47200, 146800, 259600, 405800, 103800, 64000, 358600, 210200, 472800, 583000, 90200, 514200, 157800, 368800, 551200, 52600, 427800, 405200, 23000, 232200, 130400, 319800, 560000, 79000, 464400, 271600, 210800, 488200, 569600, 246400, 488600, 339600]"
154,torsion angles,38,[ 688 1233 1693 ...  761 2365  152],"[137400, 246400, 338400, 560000, 74600, 21200, 418200, 174000, 53000, 488600, 13000, 583000, 210800, 450800, 405800, 53200, 271600, 537200, 103800, 65800, 308800, 405200, 519200, 259600, 368800, 569600, 122400, 38600, 464400, 208400, 232200, 429400, 540000, 319800, 90200, 152000, 472800, 30200]"
155,torsion angles,39,[1693 1359 1052 ... 1299  436  928],"[338400, 271600, 210200, 65800, 514800, 103800, 6800, 561600, 583000, 405000, 41000, 316400, 26400, 130400, 79000, 307800, 434800, 96400, 472800, 445400, 524800, 21200, 236600, 368800, 162600, 52600, 137400, 152200, 223000, 246400, 397200, 401600, 540000, 53000, 488600, 464400, 259600, 87000, 185400]"
156,pairwise dist + torsion angles,1,[1468],[293400]
157,pairwise dist + torsion angles,2,[ 697 1468],"[139200, 293400]"
158,pairwise dist + torsion angles,3,[2178 1236  479],"[435400, 247000, 95600]"
159,pairwise dist + torsion angles,4,[ 551 1488  164 2844],"[110000, 297400, 32600, 568600]"
160,pairwise dist + torsion angles,5,[2168  479 1226   84 2844],"[433400, 95600, 245000, 16600, 568600]"
161,pairwise dist + torsion angles,6,[1845  980  583 2854 2544  164],"[368800, 195800, 116400, 570600, 508600, 32600]"
162,pairwise dist + torsion angles,7,[ 980 1486  583  164 2544 2047 2854],"[195800, 297000, 116400, 32600, 508600, 409200, 570600]"
163,pairwise dist + torsion angles,8,[2565 1559  980  636  303 2854   84 2047],"[512800, 311600, 195800, 127000, 60400, 570600, 16600, 409200]"
164,pairwise dist + torsion angles,9,[2589 1579   84  980  303 1267 2854  589 2047],"[517600, 315600, 16600, 195800, 60400, 253200, 570600, 117600, 409200]"
165,pairwise dist + torsion angles,10,[1101 1739 2589 2854  589 2047  303   84 1412  843],"[220000, 347600, 517600, 570600, 117600, 409200, 60400, 16600, 282200, 168400]"
166,pairwise dist + torsion angles,11,[  84 1412  589 ... 1594  303  843],"[16600, 282200, 117600, 483400, 539000, 570600, 218000, 409200, 318600, 60400, 168400]"
167,pairwise dist + torsion angles,12,[1594 2047  589 ... 1412  214  843],"[318600, 409200, 117600, 570600, 16600, 218000, 539000, 86600, 483400, 282200, 42600, 168400]"
168,pairwise dist + torsion angles,13,[1594 1412 2702 ... 2257  434 2544],"[318600, 282200, 540200, 409200, 117600, 168400, 42600, 570600, 218000, 16600, 451200, 86600, 508600]"
169,pairwise dist + torsion angles,14,[2854 2257  859 ... 2047  707 2544],"[570600, 451200, 171600, 40600, 540200, 282200, 318600, 114400, 220000, 15400, 80600, 409200, 141200, 508600]"
170,pairwise dist + torsion angles,15,[ 514 1412 2047 ... 2702  817 1594],"[102600, 282200, 409200, 508600, 15400, 196800, 80600, 570600, 225600, 141200, 451200, 40600, 540200, 163200, 318600]"
171,pairwise dist + torsion angles,16,[2138 1412  404 ...  817 2378 1129],"[427400, 282200, 80600, 318600, 570600, 141200, 201200, 15400, 508600, 102600, 40600, 540200, 392200, 163200, 475400, 225600]"
172,pairwise dist + torsion angles,17,[2806 2493 1594 ... 2692  573  985],"[561000, 498400, 318600, 163200, 40600, 225600, 141200, 15400, 409200, 574600, 282200, 475400, 80600, 427400, 538200, 114400, 196800]"
173,pairwise dist + torsion angles,18,[2483 1412 1594 ...  573  817 2138],"[496400, 282200, 318600, 392200, 141200, 201200, 80600, 555800, 11400, 225600, 538200, 44600, 574600, 475400, 26600, 114400, 163200, 427400]"
174,pairwise dist + torsion angles,19,[1129 1486 2378 ... 1962 2483  134],"[225600, 297000, 475400, 114400, 427400, 574600, 11400, 163200, 44600, 282200, 201200, 538200, 141200, 326200, 80600, 555800, 392200, 496400, 26600]"
175,pairwise dist + torsion angles,20,[ 404 2378 1962 ...  514  875  232],"[80600, 475400, 392200, 574600, 149200, 130000, 196800, 282200, 555800, 225600, 7800, 496400, 427400, 26600, 326200, 538200, 297000, 102600, 174800, 46200]"
176,pairwise dist + torsion angles,21,[ 592 2138 2874 ...  827 1179 1486],"[118200, 427400, 574600, 188800, 42600, 11400, 282200, 326200, 141200, 409200, 498400, 538200, 475400, 220000, 92600, 80600, 26600, 561000, 165200, 235600, 297000]"
177,pairwise dist + torsion angles,22,[ 707 1856 2589 ... 2463  817 2702],"[141200, 371000, 517600, 188800, 86600, 7800, 574600, 235600, 427400, 326200, 26600, 282200, 392200, 297000, 220000, 60600, 114400, 475400, 561000, 492400, 163200, 540200]"
178,pairwise dist + torsion angles,23,[1856 2383  214 ... 1962  134 1101],"[371000, 476400, 42600, 574600, 282200, 188800, 92600, 11400, 113600, 508600, 326200, 165200, 80600, 538200, 240000, 425400, 297000, 143200, 449000, 555800, 392200, 26600, 220000]"
179,pairwise dist + torsion angles,24,[  58 1876 1199 ...  651 1962  747],"[11400, 375000, 239600, 555800, 80600, 114400, 475400, 538200, 220000, 174800, 323200, 574600, 427400, 190800, 276000, 26600, 496400, 92600, 297000, 42600, 326200, 130000, 392200, 149200]"
180,pairwise dist + torsion angles,25,[2463 2378  945 ...  662 1179 2589],"[492400, 475400, 188800, 92600, 371000, 574600, 20600, 282200, 427400, 149200, 169200, 46200, 540200, 297000, 114400, 34600, 392200, 561000, 220000, 9400, 80600, 326200, 132200, 235600, 517600]"
181,pairwise dist + torsion angles,26,[1486 2589  651 ... 2834 1056 2762],"[297000, 517600, 130000, 427400, 26600, 233200, 80600, 574600, 392200, 149200, 11400, 274000, 188800, 492400, 475400, 92600, 244200, 363800, 169200, 540200, 114400, 369000, 42600, 566600, 211000, 552200]"
182,pairwise dist + torsion angles,27,[ 134 1371 2483 ...  847 1486 2686],"[26600, 274000, 496400, 323200, 425400, 561000, 114400, 188800, 80600, 542200, 149200, 354800, 244200, 392200, 211000, 476400, 11400, 130000, 42600, 449000, 574600, 233200, 375000, 92600, 169200, 297000, 537000]"
183,pairwise dist + torsion angles,28,[ 955 2246 1436 ... 2834 1101 1361],"[190800, 449000, 287000, 114400, 9400, 552200, 174800, 46200, 351600, 498400, 425400, 538200, 20600, 92600, 574600, 149200, 241600, 392200, 476400, 305800, 34600, 130000, 80600, 375000, 363800, 566600, 220000, 272000]"
184,pairwise dist + torsion angles,29,[1371 2378  573 ...  945 1486  114],"[274000, 475400, 114400, 169200, 418800, 9400, 60600, 552200, 351600, 517600, 130000, 574600, 244200, 233200, 211000, 80600, 36600, 434600, 370200, 392200, 92600, 566600, 492400, 149200, 540200, 363800, 188800, 297000, 22600]"
185,pairwise dist + torsion angles,30,[1056 2246 2702 ...  945  167  404],"[211000, 449000, 540200, 92600, 149200, 18600, 574600, 272000, 305800, 114400, 392200, 517600, 46200, 326200, 165200, 371000, 566600, 476400, 225600, 496400, 552200, 9400, 132200, 418800, 244200, 437600, 287000, 188800, 33200, 80600]"
186,pairwise dist + torsion angles,31,[2874  154 1632 ... 2189 1277 1876],"[574600, 30600, 326200, 496400, 241600, 149200, 392200, 114400, 215800, 18600, 283200, 552200, 540200, 80600, 449000, 188800, 323200, 130000, 418800, 297000, 517600, 44600, 9400, 566600, 165200, 222000, 92600, 476400, 437600, 255200, 375000]"
187,pairwise dist + torsion angles,32,[2483  134 2834 ... 1876  662 2095],"[496400, 26600, 566600, 363800, 203200, 392200, 114400, 274000, 161200, 44600, 517600, 540200, 80600, 351600, 7400, 437600, 574600, 449000, 220000, 92600, 145200, 476400, 170200, 182800, 241600, 305800, 552200, 287000, 12600, 375000, 132200, 418800]"
188,pairwise dist + torsion angles,33,[1209 1632  747 ... 2483 2762 2383],"[241600, 326200, 149200, 564600, 404800, 7400, 80600, 26600, 517600, 114400, 203200, 274000, 449000, 574600, 165200, 538200, 12600, 384200, 293800, 418800, 130000, 373000, 319200, 220000, 92600, 437600, 57800, 588400, 40600, 184800, 496400, 552200, 476400]"
189,pairwise dist + torsion angles,34,[2702 1632 1267 ... 2874  290 1436],"[540200, 326200, 253200, 132200, 380600, 32600, 12600, 161200, 566600, 476400, 220000, 188800, 92600, 319200, 434600, 44200, 272000, 176400, 496400, 552200, 448600, 114400, 371000, 80600, 7400, 517600, 22600, 145200, 418800, 404800, 238000, 574600, 57800, 287000]"
190,pairwise dist + torsion angles,35,[ 662  164 1017 ... 1191  925 2816],"[132200, 32600, 203200, 449000, 253200, 544600, 574600, 363800, 427400, 92600, 12600, 165200, 384200, 489000, 44200, 149200, 475400, 305800, 80600, 174400, 220000, 538200, 516000, 114400, 287000, 20600, 272000, 411400, 15000, 354800, 375000, 57800, 238000, 184800, 563000]"
191,pairwise dist + torsion angles,36,[1017 2589  164 ... 1820 1101  114],"[203200, 517600, 32600, 351600, 392200, 272000, 132200, 574600, 169600, 7400, 447000, 475400, 59800, 80600, 375000, 114400, 418800, 566600, 244200, 496400, 307800, 184800, 172200, 552200, 287000, 143200, 300200, 12600, 46200, 157200, 92600, 540200, 229600, 363800, 220000, 22600]"
192,pairwise dist + torsion angles,37,[ 651 2058 1436 ... 1201  592  164],"[130000, 411400, 287000, 57800, 476400, 574600, 20600, 190800, 363800, 181400, 222000, 566600, 517600, 92600, 44600, 552200, 145200, 9400, 255200, 375000, 215800, 392200, 455200, 102600, 427400, 272000, 80600, 434600, 170200, 351600, 540200, 159200, 305800, 496400, 240000, 118200, 32600]"
193,pairwise dist + torsion angles,38,[ 662 2762 1799 ... 2246 2874  194],"[132200, 552200, 359600, 60600, 18600, 192800, 496400, 241600, 566600, 404800, 168200, 92600, 233200, 476400, 540200, 305800, 418800, 272000, 9400, 145200, 28600, 178600, 326200, 80600, 372200, 517600, 255200, 211000, 437600, 114400, 181400, 384200, 363800, 159200, 291800, 449000, 574600, 38600]"
194,pairwise dist + torsion angles,39,[1436 2493  164 ... 2095  514 2859],"[287000, 498400, 32600, 193800, 351600, 556600, 89200, 404800, 241600, 145200, 591600, 62600, 12600, 544200, 384200, 222000, 517600, 437600, 159200, 80600, 215800, 449000, 305800, 192000, 22600, 113600, 174800, 130000, 483200, 466600, 538200, 15000, 363800, 40600, 272000, 375000, 418800, 102600, 571600]"
