,f_name,k,inds,frame_number
127,torsion angles,11,[ 153 1754 1456 ... 2985  650 2735],"[30400, 350600, 291000, 398600, 160600, 76200, 520400, 195200, 596800, 129800, 546800]"
128,torsion angles,12,[ 382 2159 2735 ...  153  650 1780],"[76200, 431600, 546800, 301600, 160600, 291000, 195200, 596800, 398600, 30400, 129800, 355800]"
129,torsion angles,13,[1509 2735  977 ...  650 2603 1793],"[301600, 546800, 195200, 291000, 76200, 570200, 586400, 160600, 398600, 30400, 129800, 520400, 358400]"
130,torsion angles,14,[2159  382 1509 ...  977 2785  650],"[431600, 76200, 301600, 291000, 160600, 30400, 358400, 525400, 570200, 570000, 546800, 195200, 556800, 129800]"
131,torsion angles,15,[1456  153 2933 ... 2852 2159  382],"[291000, 30400, 586400, 197000, 358400, 546800, 129800, 556800, 100600, 301600, 195200, 525400, 570200, 431600, 76200]"
132,torsion angles,16,[1509  355 2159 ... 2735  153 1009],"[301600, 70800, 431600, 223200, 525400, 291000, 160600, 570200, 586400, 556800, 131400, 29800, 358400, 546800, 30400, 201600]"
133,torsion angles,17,[1418  355 2785 ... 2159  504 1285],"[283400, 70800, 556800, 301600, 195200, 586400, 197000, 131400, 358400, 30400, 525400, 546800, 570200, 29800, 431600, 100600, 256800]"
134,torsion angles,18,[1418 1488  355 ...  150  504 2933],"[283400, 297400, 70800, 358400, 197000, 556800, 256800, 311400, 525400, 195200, 30400, 570200, 546800, 431600, 131400, 29800, 100600, 586400]"
135,torsion angles,19,[ 977 1418  153 ...  697  986 2628],"[195200, 283400, 30400, 570200, 301600, 29800, 439800, 358400, 291600, 483400, 100600, 114600, 556800, 546800, 70800, 570000, 139200, 197000, 525400]"
136,torsion angles,20,[ 650 1009 2375 ... 1793 2159 1580],"[129800, 201600, 474800, 525400, 256800, 55600, 189800, 30400, 556800, 570200, 291000, 223200, 12200, 546800, 100600, 44200, 598000, 358400, 431600, 315800]"
137,torsion angles,21,[ 508 1793 2754 ... 2991  153  215],"[101400, 358400, 550600, 556800, 223200, 100600, 570200, 201600, 139200, 315800, 525400, 256800, 474800, 291000, 123200, 431600, 546800, 189800, 598000, 30400, 42800]"
138,torsion angles,22,[2735 2991  574 ... 2258 1117 1571],"[546800, 598000, 114600, 189800, 256800, 8200, 55600, 358400, 525400, 100600, 369800, 556800, 283400, 30400, 70800, 431600, 131400, 201600, 570200, 451400, 223200, 314000]"
139,torsion angles,23,[1793 2651  279 ... 1658 2785  504],"[358400, 530000, 55600, 414600, 195200, 598000, 546800, 30400, 522200, 44200, 434200, 300600, 291000, 525400, 329600, 197000, 570200, 12200, 314000, 129800, 331400, 556800, 100600]"
140,torsion angles,24,[ 673 2143 1793 ... 2735  574 1850],"[134400, 428400, 358400, 30400, 283400, 201600, 189800, 570200, 287200, 525400, 279600, 311400, 55600, 443400, 598000, 100600, 60400, 414600, 223200, 468800, 556800, 546800, 114600, 369800]"
141,torsion angles,25,[ 950 2258 2074 ...  814 1418 1793],"[189800, 451400, 414600, 70800, 546800, 525400, 559000, 223200, 428400, 139200, 522600, 101400, 287200, 570000, 256800, 90000, 596800, 80200, 201600, 311400, 32400, 565600, 162600, 283400, 358400]"
142,torsion angles,26,[ 574 1456 1571 ... 2785  950  447],"[114600, 291000, 314000, 223600, 100600, 291600, 474800, 570200, 350600, 546800, 48600, 110600, 550600, 223200, 358400, 94600, 287200, 414600, 525400, 144400, 57200, 44200, 586400, 556800, 189800, 89200]"
143,torsion angles,27,[1456  222 1884 ...  153 2678 2960],"[291000, 44200, 376600, 223200, 451400, 550600, 55600, 100600, 256800, 496200, 525400, 362200, 201600, 570200, 405600, 566000, 358400, 134400, 189800, 42800, 114600, 314000, 522600, 559000, 30400, 535400, 591800]"
144,torsion angles,28,[2831  814 2074 ... 2852 2042 1285],"[566000, 162600, 414600, 101400, 338000, 550600, 223200, 33000, 291000, 329600, 287200, 536400, 525400, 474800, 186400, 121400, 498800, 559000, 360600, 48600, 129800, 201600, 570000, 309200, 44200, 570200, 408200, 256800]"
145,torsion angles,29,[1818  620 1437 ...  814 2735 2852],"[363400, 123800, 287200, 223200, 414600, 30400, 358400, 110600, 559000, 408200, 144400, 187600, 116200, 598000, 314000, 283400, 550600, 42800, 329600, 525400, 256800, 32400, 75600, 162000, 300600, 201600, 162600, 546800, 570200]"
146,torsion angles,30,[ 574 2488 1571 ... 2074  355 2754],"[114600, 497400, 314000, 190800, 556800, 338000, 55600, 535400, 596800, 291000, 525400, 125800, 176600, 256800, 162600, 408200, 223600, 451400, 570000, 329600, 12200, 30400, 224800, 184600, 287200, 565600, 139200, 414600, 70800, 550600]"
147,torsion angles,31,[ 222 2053 1558 ... 1456  574   42],"[44200, 410400, 311400, 162600, 586400, 559000, 362200, 522600, 33000, 428000, 223200, 144400, 525400, 426000, 253000, 31600, 358400, 566000, 570200, 48600, 536400, 496200, 100600, 271600, 201600, 564600, 451400, 189800, 291000, 114600, 8200]"
148,torsion angles,32,[2985 2430  723 ...  582  298  748],"[596800, 485800, 144400, 358400, 121400, 253200, 254000, 566000, 305200, 82800, 201600, 398000, 162600, 187600, 33000, 311400, 564600, 256800, 565600, 31600, 431600, 64600, 223200, 468800, 329600, 550600, 536400, 525400, 123800, 116200, 59400, 149400]"
149,torsion angles,33,[1752  222 2131 ... 1691  950  324],"[350200, 44200, 426000, 223200, 253200, 410400, 451400, 144400, 57200, 361000, 35000, 525400, 102800, 201600, 278000, 156800, 207800, 598000, 33000, 48600, 564600, 546800, 556800, 31600, 283400, 570200, 162600, 238800, 149400, 314000, 338000, 189800, 64600]"
150,torsion angles,34,[2796  697 1749 ...  303 2754  608],"[559000, 139200, 349600, 55600, 223200, 455800, 271000, 201600, 443400, 525400, 586400, 32400, 64600, 287200, 291000, 123200, 331400, 536400, 468800, 449000, 189800, 256800, 233800, 431200, 162600, 336600, 101400, 576000, 565600, 408200, 362200, 60400, 550600, 121400]"
151,torsion angles,35,[2367 2796  415 ... 2678 1227 1125],"[473200, 559000, 82800, 184600, 557000, 291600, 223600, 40400, 586400, 283400, 150600, 114600, 564600, 329600, 284400, 55600, 565600, 426400, 398600, 314000, 358200, 57000, 121400, 134800, 525400, 576000, 190800, 23400, 162600, 431600, 474400, 70800, 535400, 245200, 224800]"
152,torsion angles,36,[1793  163 2678 ... 1271 1399  748],"[358400, 32400, 535400, 162600, 556800, 222200, 586400, 42800, 16200, 100600, 518600, 464600, 405600, 184600, 566000, 398600, 30400, 570200, 55600, 311400, 244400, 144400, 116200, 496200, 190800, 201600, 224800, 332400, 114600, 160600, 404000, 331400, 451400, 254000, 279600, 149400]"
153,torsion angles,37,[ 474 2343 2141 ... 2852 2594  166],"[94600, 468400, 428000, 82800, 190800, 586400, 525400, 121400, 245200, 496200, 408200, 183000, 546800, 139200, 474400, 48600, 30400, 556800, 224800, 44200, 176600, 237200, 149400, 426400, 311400, 28400, 162600, 369800, 253000, 49000, 254000, 566000, 338000, 414600, 570200, 518600, 33000]"
154,torsion angles,38,[ 608 2438  203 ... 1600  244  147],"[121400, 487400, 40400, 586400, 583800, 224800, 256800, 464600, 410400, 190800, 90000, 398600, 200600, 254000, 144400, 469600, 565600, 559000, 184600, 1800, 480200, 576000, 550600, 162600, 557000, 404000, 338000, 156800, 536400, 428000, 119600, 129800, 518600, 350600, 220200, 319800, 48600, 29200]"
155,torsion angles,39,[1267  748 1691 ... 1812 1437  482],"[253200, 149400, 338000, 223200, 556800, 201600, 319800, 64600, 385000, 583000, 162600, 144400, 398600, 32400, 76800, 41600, 311400, 441200, 593200, 535400, 497400, 591800, 435000, 474400, 474800, 283400, 29800, 189800, 156800, 30400, 404000, 257000, 533400, 123200, 565600, 55600, 362200, 287200, 96200]"
156,pairwise dist + torsion angles,1,[1448],[289400]
157,pairwise dist + torsion angles,2,[ 626 2409],"[125000, 481600]"
158,pairwise dist + torsion angles,3,[2291 2590  626],"[458000, 517800, 125000]"
159,pairwise dist + torsion angles,4,[ 567 2590 2291 1034],"[113200, 517800, 458000, 206600]"
160,pairwise dist + torsion angles,5,[ 567 2966 2590 2237 1034],"[113200, 593000, 517800, 447200, 206600]"
161,pairwise dist + torsion angles,6,[2590 2237  567  914 1127 2966],"[517800, 447200, 113200, 182600, 225200, 593000]"
162,pairwise dist + torsion angles,7,[1966 2237  567 1294  914 2966 1127],"[393000, 447200, 113200, 258600, 182600, 593000, 225200]"
163,pairwise dist + torsion angles,8,[1294 1966  303 2966 2237  914 1127  701],"[258600, 393000, 60400, 593000, 447200, 182600, 225200, 140000]"
164,pairwise dist + torsion angles,9,[1966 1048  303 2237  914 2966  701 2577 1267],"[393000, 209400, 60400, 447200, 182600, 593000, 140000, 515200, 253200]"
165,pairwise dist + torsion angles,10,[2736  701 1357 1127 2237 1966 2966  914 2577  303],"[547000, 140000, 271200, 225200, 447200, 393000, 593000, 182600, 515200, 60400]"
166,pairwise dist + torsion angles,11,[1653  303 2577 ... 2251 1966 2736],"[330400, 60400, 515200, 225200, 271200, 140000, 182600, 593000, 450000, 393000, 547000]"
167,pairwise dist + torsion angles,12,[ 701 2577  173 ... 2251 1357 2736],"[140000, 515200, 34400, 593000, 225200, 330400, 393000, 182600, 80000, 450000, 271200, 547000]"
168,pairwise dist + torsion angles,13,[ 401 1653 1966 ... 1357  985  701],"[80000, 330400, 393000, 225200, 547000, 182600, 593000, 34400, 450000, 515200, 271200, 196800, 140000]"
169,pairwise dist + torsion angles,14,[1387  401 2966 ... 2172  985 2736],"[277200, 80000, 593000, 450000, 182600, 225200, 513400, 330400, 393000, 34400, 140000, 434200, 196800, 547000]"
170,pairwise dist + torsion angles,15,[2172  173 1127 ... 1966 2568 2355],"[434200, 34400, 225200, 372800, 182600, 593000, 80000, 547000, 140000, 277200, 330400, 196800, 393000, 513400, 470800]"
171,pairwise dist + torsion angles,16,[2765 1865 2355 ... 2172  701  985],"[552800, 372800, 470800, 80000, 182600, 513400, 590800, 34400, 225200, 330400, 393000, 277200, 547000, 434200, 140000, 196800]"
172,pairwise dist + torsion angles,17,[2251   26 2568 ... 1653 1966  701],"[450000, 5000, 513400, 590800, 117400, 195200, 225200, 552800, 80000, 277200, 184800, 176200, 434200, 547000, 330400, 393000, 140000]"
173,pairwise dist + torsion angles,18,[  26 2568  567 ... 1387  401 2172],"[5000, 513400, 113200, 225200, 552800, 457000, 196800, 140000, 360400, 182600, 393000, 547000, 325800, 470800, 590800, 277200, 80000, 434200]"
174,pairwise dist + torsion angles,19,[2568 2955 1653 ... 2183  401  567],"[513400, 590800, 330400, 195200, 5000, 140000, 551200, 225200, 393000, 184800, 547000, 470800, 372800, 277200, 552800, 176200, 436400, 80000, 113200]"
175,pairwise dist + torsion angles,20,[ 173 1278  213 ... 2183 2736  882],"[34400, 255400, 42400, 470800, 225200, 330400, 513400, 590800, 393000, 154000, 80000, 140000, 184800, 552800, 195200, 249600, 372800, 436400, 547000, 176200]"
176,pairwise dist + torsion angles,21,[ 882 2355 2172 ...  341 1426 1803],"[176200, 470800, 434200, 117400, 590800, 225200, 393000, 140000, 457000, 184800, 547000, 267600, 34400, 80000, 195200, 325800, 513400, 552800, 68000, 285000, 360400]"
177,pairwise dist + torsion angles,22,[2355  882   26 ... 1803 2736  588],"[470800, 176200, 5000, 590800, 240800, 436400, 225200, 184800, 325800, 140000, 249600, 393000, 80000, 552800, 195200, 372800, 267600, 497800, 68000, 360400, 547000, 117400]"
178,pairwise dist + torsion angles,23,[1803  401 2609 ... 1630  924 1249],"[360400, 80000, 521600, 225200, 195800, 590800, 140000, 470800, 267600, 561200, 547000, 176200, 393000, 5000, 434200, 372800, 497800, 113200, 240800, 198200, 325800, 184600, 249600]"
179,pairwise dist + torsion angles,24,[1803  173 1249 ... 2490 2355 1339],"[360400, 34400, 249600, 240800, 225200, 569400, 154000, 195200, 325800, 140000, 434200, 547000, 393000, 184800, 372800, 80000, 176200, 394400, 581200, 561200, 42400, 497800, 470800, 267600]"
180,pairwise dist + torsion angles,25,[1426  213 1803 ... 1060  701 1630],"[285000, 42400, 360400, 561200, 234200, 393000, 184800, 581200, 154000, 436400, 195200, 586600, 457000, 547000, 498400, 176200, 80000, 515800, 470800, 267600, 394400, 34400, 211800, 140000, 325800]"
181,pairwise dist + torsion angles,26,[2172  985 1865 ... 1249 1172 2609],"[434200, 196800, 372800, 68000, 513400, 209400, 590800, 35400, 393000, 140000, 547000, 176200, 470800, 561200, 200, 184800, 267600, 325800, 360400, 80000, 225200, 285000, 154000, 249600, 234200, 521600]"
182,pairwise dist + torsion angles,27,[ 882 1205  109 ...  515 2237  401],"[176200, 240800, 21600, 360400, 233200, 575200, 393000, 470800, 154000, 249600, 195200, 434200, 49000, 267600, 365400, 547000, 140000, 497800, 211800, 590000, 325800, 184800, 561200, 521600, 102800, 447200, 80000]"
183,pairwise dist + torsion angles,28,[1766  515 1249 ... 2907  588 1945],"[353000, 102800, 249600, 470800, 211800, 586600, 527800, 140000, 306200, 225200, 184800, 49000, 497800, 267600, 176200, 195200, 80000, 325800, 396600, 21600, 561200, 547000, 360400, 434200, 240800, 581200, 117400, 388800]"
184,pairwise dist + torsion angles,29,[2172  109 1172 ...  724 1630 1973],"[434200, 21600, 234200, 370600, 591000, 176200, 249600, 131200, 470800, 211800, 52400, 561200, 547000, 267600, 447200, 184800, 5000, 497800, 575200, 393000, 285000, 80000, 360400, 195200, 121400, 298200, 144600, 325800, 394400]"
185,pairwise dist + torsion angles,30,[   2 2237 2807 ...  657 1492 1966],"[200, 447200, 561200, 234200, 497800, 394400, 267600, 195200, 144600, 547000, 163600, 80000, 434200, 590800, 211800, 102800, 14600, 374400, 470800, 175200, 117400, 240800, 249600, 360400, 184800, 325800, 58400, 131200, 298200, 393000]"
186,pairwise dist + torsion angles,31,[1519  588 1984 ... 1339 2355 2580],"[303600, 117400, 396600, 436400, 593000, 234200, 198200, 80000, 325800, 66200, 184800, 140000, 524000, 547000, 393000, 262800, 241000, 42400, 5000, 360400, 167400, 195800, 561200, 447200, 176200, 498400, 590800, 211800, 267600, 470800, 515800]"
187,pairwise dist + torsion angles,32,[1479  165 2807 ...  628 1532  838],"[295600, 32800, 561200, 415800, 184600, 234200, 360400, 551400, 140000, 195200, 567800, 325800, 384800, 547000, 5000, 413800, 388600, 575600, 436400, 176200, 245200, 102800, 58400, 470800, 267600, 83800, 211800, 267200, 527800, 125400, 306200, 167400]"
188,pairwise dist + torsion angles,33,[2640  401 1984 ... 1172    6 1966],"[527800, 80000, 396600, 470800, 176200, 498400, 211800, 125400, 436400, 569400, 370600, 306200, 285000, 515600, 102800, 508000, 184600, 360400, 58400, 120000, 544200, 195200, 581200, 140000, 561200, 267600, 325800, 536600, 200, 247600, 234200, 1000, 393000]"
189,pairwise dist + torsion angles,34,[ 657 1630 1339 ... 1635  839  588],"[131200, 325800, 267600, 200, 175200, 561200, 225200, 396600, 419400, 306200, 569400, 184800, 68000, 547000, 295600, 530400, 449600, 591000, 195200, 357000, 245200, 35400, 436400, 80000, 466200, 581200, 249600, 144600, 393000, 267200, 527800, 326800, 167600, 117400]"
190,pairwise dist + torsion angles,35,[  74 1854 2640 ... 1315  165 2080],"[14600, 370600, 527800, 211800, 551400, 163600, 590800, 125400, 140000, 102800, 195200, 456400, 547000, 184600, 561200, 393000, 255400, 58400, 436400, 57000, 306200, 360400, 573000, 445600, 175200, 501000, 253400, 396600, 234200, 325800, 5000, 591000, 262800, 32800, 415800]"
191,pairwise dist + torsion angles,36,[2640  771 2248 ... 2760  420 1337],"[527800, 154000, 449400, 222200, 561200, 176200, 581200, 200, 267600, 547000, 374400, 515600, 57800, 140000, 14600, 306200, 116200, 245200, 193200, 466200, 360400, 594200, 515200, 167400, 198200, 388600, 234200, 393000, 184800, 325800, 211800, 303600, 436400, 551800, 83800, 267200]"
192,pairwise dist + torsion angles,37,[ 515 2653 1492 ... 1803 2183 1630],"[102800, 530400, 298200, 234200, 561200, 569400, 83800, 394400, 144600, 176200, 240800, 263400, 547000, 468000, 370600, 488600, 200, 393000, 167400, 184600, 363400, 117400, 198200, 211800, 267200, 195800, 581200, 275400, 58400, 470800, 14600, 498400, 131200, 591000, 360400, 436400, 325800]"
193,pairwise dist + torsion angles,38,[ 104 1786 2493 ...  601 1547  838],"[20600, 357000, 498400, 184600, 591000, 234200, 527800, 140000, 515600, 461800, 113400, 246800, 393000, 436400, 466200, 195800, 561200, 453800, 547000, 102800, 488600, 79400, 198200, 1000, 303600, 240800, 58400, 396600, 575800, 325800, 278200, 569400, 176200, 211800, 256800, 120000, 309200, 167400]"
194,pairwise dist + torsion angles,39,[2758  967    6 ...  109 1866 2640],"[551400, 193200, 1000, 330400, 102800, 470800, 581200, 234200, 400200, 436400, 117400, 255400, 144600, 547000, 211800, 184800, 240800, 306200, 167600, 57800, 200, 510800, 175200, 295600, 91000, 394400, 131200, 438200, 569400, 515600, 325800, 561200, 83800, 389000, 267600, 198200, 21600, 373000, 527800]"
