,f_name,k,inds,frame_number
68,center of mass,30,[ 744 1785 1442 ... 2259  176 2802],"[148600, 356800, 288200, 4200, 514000, 550000, 192000, 574000, 435000, 374800, 22800, 269600, 316800, 171400, 595000, 219400, 53200, 135000, 581800, 425800, 521200, 102000, 228000, 395400, 539400, 347000, 163400, 451600, 35000, 560200]"
69,center of mass,31,[ 491 1618  717 ... 2925 2387  217],"[98000, 323400, 143200, 359400, 269600, 5200, 405000, 531600, 536000, 461200, 300400, 595000, 20600, 513000, 233600, 295000, 171800, 443800, 277600, 374800, 159000, 386000, 569400, 133800, 379600, 566000, 192000, 395400, 584800, 477200, 43200]"
70,center of mass,32,[  54 1100  666 ...  173 1899 2133],"[10600, 219800, 133000, 386000, 531600, 595000, 228000, 445400, 22800, 272000, 179200, 584800, 317400, 536000, 359400, 527400, 409600, 163600, 45600, 395000, 513000, 120000, 187200, 374800, 480800, 270000, 281000, 143200, 65000, 34400, 379600, 426400]"
71,center of mass,33,[ 937  297 1442 ... 2320  229 2851],"[187200, 59200, 288200, 555600, 442800, 135000, 34400, 584800, 395000, 300400, 529200, 374800, 228000, 22800, 451600, 10600, 541400, 269600, 435000, 486800, 172000, 523600, 595000, 386000, 70000, 295000, 221800, 163600, 359400, 379600, 463800, 45600, 570000]"
72,center of mass,34,[ 104 1442 2515 ... 1608  818 1467],"[20600, 288200, 502800, 390400, 531600, 379600, 513800, 49400, 180800, 463800, 300400, 269600, 587400, 116200, 324400, 359400, 135000, 536000, 386000, 374800, 70600, 88800, 169800, 437000, 395400, 97400, 43200, 517200, 219400, 460200, 592200, 321400, 163400, 293200]"
73,center of mass,35,[1964 1875 1623 ... 2925 2865  717],"[392600, 374800, 324400, 529200, 250600, 404000, 513400, 429000, 300400, 359400, 22800, 541400, 475400, 591600, 133800, 219400, 437000, 120600, 81200, 454400, 169800, 386000, 273600, 190400, 240200, 293200, 60000, 163400, 555600, 321400, 379600, 35000, 584800, 572800, 143200]"
74,center of mass,36,[2908 1617  173 ...  192 1953  356],"[581400, 323200, 34400, 460200, 250600, 379600, 555600, 395400, 520800, 163400, 300400, 563800, 386000, 219400, 74400, 22800, 359400, 148000, 547400, 273600, 374800, 437000, 53400, 192000, 514000, 135000, 595000, 111000, 295000, 45400, 171400, 535200, 240200, 38200, 390400, 71000]"
75,center of mass,37,[1978 2871 1249 ...  490  582  741],"[395400, 574000, 249600, 169800, 45400, 379600, 300400, 592200, 536000, 143200, 22800, 359400, 324400, 454800, 517200, 531600, 521200, 480800, 163400, 374800, 219400, 435600, 403800, 190400, 64200, 34400, 293200, 292200, 513800, 8800, 270400, 386000, 321400, 587400, 97800, 116200, 148000]"
76,center of mass,38,[1472 2515 2146 ...  229 2659 2938],"[294200, 502800, 429000, 555600, 359400, 189600, 53000, 22800, 135000, 240200, 517200, 300400, 97400, 144000, 526600, 186400, 592200, 374800, 169800, 541400, 273600, 437000, 75800, 221000, 463800, 306800, 379600, 250600, 116800, 513800, 386000, 34400, 227400, 409600, 392400, 45600, 531600, 587400]"
77,center of mass,39,[ 860 2405 1098 ... 1254   95 2659],"[171800, 480800, 219400, 555600, 34400, 359400, 590600, 240200, 427600, 143200, 520800, 293200, 27600, 324400, 374800, 526600, 379600, 404600, 8800, 541400, 454400, 300400, 486600, 273600, 97400, 163600, 395400, 386000, 497800, 178400, 64200, 571800, 45600, 426400, 131600, 216600, 250600, 18800, 531600]"
78,C-alpha,1,[2013],[402400]
79,C-alpha,2,[1039  287],"[207600, 57200]"
80,C-alpha,3,[ 436 1159 2264],"[87000, 231600, 452600]"
81,C-alpha,4,[ 382 1159 2264 2880],"[76200, 231600, 452600, 575800]"
82,C-alpha,5,[2312 1427  564 2374 1724],"[462200, 285200, 112600, 474600, 344600]"
83,C-alpha,6,[2280 1758 2563 2791 1427  308],"[455800, 351400, 512400, 558000, 285200, 61400]"
84,C-alpha,7,[ 501 1328 2590 2120 2791  733  991],"[100000, 265400, 517800, 423800, 558000, 146400, 198000]"
85,C-alpha,8,[ 501 1134 1751 1954 2791 2590  723 1312],"[100000, 226600, 350000, 390600, 558000, 517800, 144400, 262200]"
86,C-alpha,9,[1312 2585 1662  360 2791 1954  113 1751  723],"[262200, 516800, 332200, 71800, 558000, 390600, 22400, 350000, 144400]"
87,C-alpha,10,[2160 2870 1134 2379 2492 1312  113 1751  723 2745],"[431800, 573800, 226600, 475600, 498200, 262200, 22400, 350000, 144400, 548800]"
88,C-alpha,11,[1652  723  113 ... 1060 2870 1298],"[330200, 144400, 22400, 498200, 350000, 548800, 475600, 390600, 211800, 573800, 259400]"
89,C-alpha,12,[2379  931 2745 ... 1078  113 1954],"[475600, 186000, 548800, 241000, 463600, 354600, 573800, 498200, 287200, 215400, 22400, 390600]"
90,C-alpha,13,[ 113 1078 2870 ...  516 1158 2007],"[22400, 215400, 573800, 350000, 143400, 548800, 325400, 268400, 416000, 498200, 103000, 231400, 401200]"
91,C-alpha,14,[2219 2737 1158 ... 1078 2834  927],"[443600, 547200, 231400, 514800, 22400, 143600, 377400, 475200, 245400, 407400, 587800, 215400, 566600, 185200]"
92,C-alpha,15,[2420 1158 2009 ... 1078 1763  832],"[483800, 231400, 401600, 22400, 370400, 325400, 412400, 494400, 566600, 245400, 101000, 547200, 215400, 352400, 166200]"
93,C-alpha,16,[ 506 1763 1343 ... 2081 1585 1853],"[101000, 352400, 268400, 135200, 121800, 287400, 190800, 22400, 599200, 453200, 110200, 174800, 547200, 416000, 316800, 370400]"
94,C-alpha,17,[ 677 1343  496 ... 1585  955  113],"[135200, 268400, 99000, 287400, 576800, 516000, 343000, 547200, 454800, 370400, 174800, 412400, 494400, 472800, 316800, 190800, 22400]"
95,C-alpha,18,[1585 2473  267 ... 1881  875 1458],"[316800, 494400, 53200, 341400, 547200, 454800, 99000, 190800, 268400, 516000, 576800, 22400, 346600, 135200, 412400, 376000, 174800, 291400]"
96,C-alpha,19,[ 819 1734  496 ... 1349  267 1123],"[163600, 346600, 99000, 547200, 452200, 516000, 281000, 376000, 341400, 576800, 494400, 326200, 316800, 412400, 22400, 135200, 269600, 53200, 224400]"
97,C-alpha,20,[ 503  923 2063 ... 2473 1903  677],"[100400, 184400, 412400, 376000, 53200, 536000, 316800, 513400, 22400, 217800, 269600, 571400, 454800, 281000, 156200, 350400, 524200, 494400, 380400, 135200]"
98,C-alpha,21,[1379 2568 2155 ... 1881  782 2191],"[275600, 513400, 430800, 571400, 100400, 135200, 347000, -200, 90800, 190400, 268400, 359400, 316800, 494400, 22400, 536000, 401600, 222400, 376000, 156200, 438000]"
99,C-alpha,22,[2262 1095  410 ... 1734  266 2540],"[452200, 218800, 81800, 92000, 341400, 536000, 22400, 181600, 135200, 376000, 316800, 560200, 103800, 588800, 269600, 281400, 156200, 412400, 502800, 346600, 53000, 507800]"
100,C-alpha,23,[  35 1406 2009 ...  368 2871 1798],"[6800, 281000, 401600, 494400, 438000, 536000, 316800, 217800, 43000, 560200, 430800, 26600, 269600, 135200, 376000, 500400, 184400, 507800, 380400, 156200, 73400, 574000, 359400]"
101,C-alpha,24,[1343 2009  551 ...  534  819 2779],"[268400, 401600, 110000, 225800, 22400, 581800, 341600, 103800, 424600, 316800, 120000, 53200, 542000, 135200, 275600, 430800, 595000, 376000, 346600, 326200, 511600, 106600, 163600, 555600]"
102,C-alpha,25,[2277 1125 2582 ... 1734 2179 1408],"[455200, 224800, 516200, 1000, 524200, 20600, 341600, 269600, 536000, 174000, 181600, 80200, 143200, 213000, 494600, 215600, 527400, 376000, 529600, 420400, 43200, 464000, 346600, 435600, 281400]"
103,C-alpha,26,[   6  961 1098 ... 2649 1962 1736],"[1000, 192000, 219400, 108600, 460200, 494600, 444000, 536000, 376000, 22800, 316800, 464000, 35000, 269600, 350400, 174000, 506800, 76400, 569400, 228000, 521200, 274200, 135800, 529600, 392200, 347000]"
104,C-alpha,27,[1998 1349  407 ... 1736 1110  601],"[399400, 269600, 81200, 188400, 536000, 435600, 584800, 34400, 316800, 376000, 288200, 527400, 60000, 135200, 511600, 474200, 430800, 595000, 21600, 172000, 228000, 341600, 159200, 529400, 347000, 221800, 120000]"
105,C-alpha,28,[ 301 1125 2856 ... 1079 2651  177],"[60000, 224800, 571000, 386000, 281400, 160800, 494600, 20600, 513400, 269600, 451600, 374800, 300200, 536000, 143200, 98000, 12000, 395400, 442800, 359400, 148600, 120000, 379600, 185800, 435000, 215600, 530000, 35200]"
106,C-alpha,29,[2024  461 1372 ... 2274  819  511],"[404600, 92000, 274200, 4200, 491000, 536000, 341600, 188400, 143200, 392200, 22800, 269600, 218200, 588800, 426400, 380400, 318800, 219400, 53200, 35000, 182600, 130400, 376000, 560200, 521200, 429200, 454600, 163600, 102000]"
107,C-alpha,30,[1098  511 2024 ... 2905 2515 2779],"[219400, 102000, 404600, 542000, 130600, 341600, 592200, 269600, 316800, 526600, 21600, 392200, 192000, 103800, 426400, 376000, 506800, 115000, 160800, 51200, 274200, 429200, 347000, 34400, 228000, 454600, 143200, 580800, 502800, 555600]"
108,C-alpha,31,[1349 2568  326 ... 2925 1964  229],"[269600, 513400, 65000, 403600, 228000, 555600, 341600, 143200, 300400, 34400, 273600, 566000, 376000, 110000, 435600, 192000, 595000, 130600, 295000, 480800, 169800, 74200, 542000, 461200, 22800, 221800, 347000, 162600, 584800, 392600, 45600]"
109,C-alpha,32,[1899  587  717 ... 1931  670  961],"[379600, 117200, 143200, 60000, 219800, 35000, 293200, 431400, 584800, 269600, 555600, 4200, 437000, 395400, 288200, 374800, 169800, 359400, 22800, 535200, 300400, 513400, 228000, 454800, 98200, 593400, 547400, 524000, 163200, 386000, 133800, 192000]"
110,C-alpha,33,[2681 1629  244 ... 2247 1202 2976],"[536000, 325600, 48600, 248200, 584800, 451600, 22800, 341600, 98000, 300400, 148600, 292200, 531600, 135000, 347000, 511800, 423200, 45400, 199200, 526600, 159000, 569400, 314800, 376000, 172000, 221000, 34400, 293600, 521200, 8000, 449200, 240200, 595000]"
111,C-alpha,34,[1349   27  937 ...  860 2607  491],"[269600, 5200, 187200, 563800, 454600, 386000, 542000, 300400, 20600, 133800, 374800, 595000, 288200, 159000, 584800, 395400, 531600, 568400, 43200, 513600, 143200, 435000, 379400, 404600, 228000, 442800, 359400, 60000, 293200, 221800, 555600, 171800, 521200, 98000]"
112,C-alpha,35,[ 850 2515 1100 ... 2049  637  462],"[169800, 502800, 219800, 437000, 529800, 12000, 269600, 374800, 20600, 592200, 143200, 300400, 542000, 429000, 187200, 572800, 379600, 465200, 35200, 359400, 491000, 98000, 555600, 587400, 293200, 273600, 457200, 387800, 392600, 163400, 228000, 60000, 409600, 127200, 92200]"
113,C-alpha,36,[2009 1098  583 ...  380  223 2662],"[401600, 219400, 116400, 472000, 425800, 584800, 22800, 269600, 542000, 169800, 507800, 293200, 374800, 386000, 435000, 178400, 555600, 595000, 133800, 163400, 34400, 404000, 321600, 392200, 288200, 379400, 143200, 502400, 92400, 202000, 305000, 356800, 97400, 75800, 44400, 532200]"
114,C-alpha,37,[1138  488 2235 ... 1503 2962 1978],"[227400, 97400, 446800, 130600, 374800, 44400, 555600, 240200, 587400, 159000, 259800, 401600, 180600, 22800, 542000, 48600, 425800, 356800, 531600, 215600, 92200, 143200, 258200, 386000, 572600, 403400, 101400, 172000, 502800, 221800, 275800, 379400, 506800, 34400, 300400, 592200, 395400]"
115,C-alpha,38,[ 491 1685 1476 ... 2133 2659  717],"[98000, 336800, 295000, 517200, 163400, 535000, 292200, 22800, 357000, 392200, 248200, 569400, 169800, 192000, 502800, 8000, 592200, 454600, 219800, 428400, 131600, 374800, 227400, 379600, 343600, 300400, 551000, 404600, 513800, 60000, 88800, 587400, 45400, 34400, 240200, 426400, 531600, 143200]"
116,C-alpha,39,[2843 1898 2259 ... 2677  491 1202],"[568400, 379400, 451600, 517200, 8000, 321600, 287800, 426400, 22800, 135000, 180800, 547400, 592200, 359400, 427600, 60000, 159000, 374800, 513800, 268800, 526600, 324400, 305000, 293200, 555600, 587400, 395000, 171800, 34400, 262400, 148600, 502800, 531600, 219400, 45400, 386000, 535200, 98000, 240200]"
117,torsion angles,1,[2601],[520000]
118,torsion angles,2,[2601 2996],"[520000, 599000]"
119,torsion angles,3,[ 583 2996 1930],"[116400, 599000, 385800]"
120,torsion angles,4,[2029  583 2525 2996],"[405600, 116400, 504800, 599000]"
121,torsion angles,5,[1114 2996 2501  583 2640],"[222600, 599000, 500000, 116400, 527800]"
122,torsion angles,6,[1678 2640 2501  583 2998 1114],"[335400, 527800, 500000, 116400, 599400, 222600]"
123,torsion angles,7,[1024 1678 2501  583 2998 1514 2640],"[204600, 335400, 500000, 116400, 599400, 302600, 527800]"
124,torsion angles,8,[ 474 1025 1678 2501   54 2998 2640 1514],"[94600, 204800, 335400, 500000, 10600, 599400, 527800, 302600]"
125,torsion angles,9,[1025  642 1514 2501  474 2998 2640 1678  897],"[204800, 128200, 302600, 500000, 94600, 599400, 527800, 335400, 179200]"
126,torsion angles,10,[2501   54 2287 2317 1025 1514 1848 2640  422 2720],"[500000, 10600, 457200, 463200, 204800, 302600, 369400, 527800, 84200, 543800]"
127,torsion angles,11,[1514 2720  642 ...  474 2287 1025],"[302600, 543800, 128200, 179200, 463200, 527800, 500000, 369400, 94600, 457200, 204800]"
128,torsion angles,12,[2720  897 1848 ... 1025  642 2317],"[543800, 179200, 369400, 403200, 457200, 94600, 527800, 500000, 302600, 204800, 128200, 463200]"
129,torsion angles,13,[ 642 1848 2501 ... 2720 2017 2518],"[128200, 369400, 500000, 94600, 302600, 179200, 463200, 204800, 457200, 264800, 543800, 403200, 503400]"
130,torsion angles,14,[ 866 1816 2640 ...  642   54 2287],"[173000, 363000, 527800, 500000, 204800, 12200, 403200, 543800, 321400, 302600, 463200, 128200, 10600, 457200]"
131,torsion angles,15,[2511   62 1608 ...   54  866 1514],"[502000, 12200, 321400, 543800, 457200, 128200, 204800, 279600, 500000, 312400, 403200, 363000, 10600, 173000, 302600]"
132,torsion angles,16,[2780 2287 1325 ... 2720 2317 1608],"[555800, 457200, 264800, 10600, 128200, 403200, 12200, 204800, 302600, 363000, 173000, 276200, 500000, 543800, 463200, 321400]"
133,torsion angles,17,[2089   54 1808 ...   62 1325 1669],"[417600, 10600, 361400, 500000, 204800, 452800, 403200, 363000, 128200, 307000, 302600, 321400, 543800, 173000, 12200, 264800, 333600]"
134,torsion angles,18,[1536   54 2780 ... 2659  866 2017],"[307000, 10600, 555800, 321400, 389000, 543800, 463200, 428600, 512200, 12200, 128200, 302600, 312600, 363000, 204800, 531600, 173000, 403200]"
135,torsion angles,19,[1608 2720  866 ... 2144   62 1097],"[321400, 543800, 173000, 363000, 403200, 500000, 463200, 128200, 102800, 276200, 307000, 302600, 204600, 312600, 555800, 406200, 428600, 12200, 219200]"
136,torsion angles,20,[1024 2317  866 ...  336 1988 1816],"[204600, 463200, 173000, 276200, 333600, 219200, 38000, 307000, 500000, 543800, 555800, 321400, 302600, 12200, 31600, 403200, 264800, 67000, 397400, 363000]"
137,torsion angles,21,[2711 2985 2501 ... 2720 2317  515],"[542000, 596800, 500000, 173000, 276200, 441200, 204600, 219200, 333600, 403200, 89200, 363000, 578600, 302600, 321400, 406200, 4600, 32200, 543800, 463200, 102800]"
138,torsion angles,22,[1447  792 1816 ... 1608 1097 1974],"[289200, 158200, 363000, 500000, 464400, 162200, 463200, 12200, 484800, 403200, 204600, 307000, 4600, 302600, 10600, 378000, 136200, 543800, 264800, 321400, 219200, 394600]"
139,torsion angles,23,[2032 1399   62 ... 2352 1024 1097],"[406200, 279600, 12200, 461200, 126000, 500000, 411600, 102800, 543800, 363000, 484800, 566800, 463200, 302600, 276200, 535000, 403200, 363400, 577400, 173000, 470200, 204600, 219200]"
140,torsion angles,24,[1808   54 1954 ...  800 1025  895],"[361400, 10600, 390600, 319400, 178000, 385800, 417600, 461200, 397400, 219200, 32200, 363000, 452800, 500000, 302600, 403200, 126000, 543800, 321400, 470200, 279600, 159800, 204800, 178800]"
141,torsion angles,25,[2501   54 1816 ...  812 2637 2720],"[500000, 10600, 363000, 406800, 92200, 279600, 463200, 173000, 178000, 264800, 363800, 219200, 512200, 463400, 204800, 470200, 489400, 302600, 403200, 339800, 126000, 363400, 162200, 527200, 543800]"
142,torsion angles,26,[ 191 2979 1351 ... 2894 2045 1946],"[38000, 595600, 270000, 257000, 548800, 201600, 126000, 22000, 463200, 363000, 32200, 390600, 397400, 302600, 173000, 126200, 503400, 307000, 321400, 517800, 543800, 219200, 279600, 578600, 408800, 389000]"
143,torsion angles,27,[1816 2693 2720 ... 2017 2580  162],"[363000, 538400, 543800, 173000, 279600, 267600, 485000, 463200, 126200, 378200, 67000, 470200, 22000, 289200, 369600, 321400, 595600, 122000, 219200, 484800, 204600, 596400, 500000, 385800, 403200, 515800, 32200]"
144,torsion angles,28,[2426 1576  173 ... 2045 1988  111],"[485000, 315000, 34400, 555800, 363000, 388200, 121200, 219200, 295800, 32200, 403200, 264800, 543800, 463400, 457200, 10600, 302600, 500000, 126000, 204800, 321400, 339800, 357600, 173000, 341200, 408800, 397400, 22000]"
145,torsion angles,29,[1942  866 2323 ... 2144 2235 2835],"[388200, 173000, 464400, 408800, 219200, 470200, 22000, 302600, 346400, 504600, 380000, 122000, 257000, 363000, 121200, 390600, 503400, 543800, 204800, 32200, 10600, 361400, 267600, 463400, 67000, 315000, 428600, 446800, 566800]"
146,torsion angles,30,[ 191 1954 1640 ...  866 1700 1351],"[38000, 390600, 327800, 576800, 267600, 248000, 219200, 470200, 464400, 279600, 484800, 32200, 538400, 543800, 378200, 385800, 31600, 389000, 467200, 204800, 121200, 22000, 461200, 403200, 566800, 352400, 67000, 173000, 339800, 270000]"
147,torsion angles,31,[2720 1608 1286 ... 1097 1302 1759],"[543800, 321400, 257000, 173000, 248000, 500000, 122000, 467200, 121200, 517800, 425800, 548800, 302600, 390600, 345600, 22000, 321600, 204800, 59000, 361400, 307000, 267600, 67000, 464400, 10800, 31600, 489400, 484800, 219200, 260200, 351600]"
148,torsion angles,32,[1024 1856  910 ... 2482 1353  812],"[204600, 371000, 181800, 12200, 273000, 321400, 515800, 132200, 219200, 457200, 267600, 467200, 125800, 34400, 335000, 496800, 596400, 341200, 402600, 421800, 413800, 378200, 528600, 484800, 307000, 159800, 543800, 102800, 485000, 496200, 270400, 162200]"
