traj_ind,file_name,file_index
733,at-frame152200_noH.pdb,152200
734,at-frame152400_noH.pdb,152400
735,at-frame152600_noH.pdb,152600
736,at-frame152800_noH.pdb,152800
737,at-frame153000_noH.pdb,153000
738,at-frame153200_noH.pdb,153200
739,at-frame153400_noH.pdb,153400
740,at-frame153600_noH.pdb,153600
741,at-frame153800_noH.pdb,153800
742,at-frame154000_noH.pdb,154000
743,at-frame154200_noH.pdb,154200
744,at-frame154400_noH.pdb,154400
745,at-frame154600_noH.pdb,154600
746,at-frame154800_noH.pdb,154800
747,at-frame155000_noH.pdb,155000
748,at-frame155200_noH.pdb,155200
749,at-frame155400_noH.pdb,155400
750,at-frame155600_noH.pdb,155600
751,at-frame155800_noH.pdb,155800
752,at-frame156000_noH.pdb,156000
753,at-frame156200_noH.pdb,156200
754,at-frame156400_noH.pdb,156400
755,at-frame156600_noH.pdb,156600
756,at-frame156800_noH.pdb,156800
757,at-frame157200_noH.pdb,157200
758,at-frame157400_noH.pdb,157400
759,at-frame157600_noH.pdb,157600
760,at-frame157800_noH.pdb,157800
761,at-frame158000_noH.pdb,158000
762,at-frame158200_noH.pdb,158200
763,at-frame158400_noH.pdb,158400
764,at-frame158600_noH.pdb,158600
765,at-frame158800_noH.pdb,158800
766,at-frame159000_noH.pdb,159000
767,at-frame159200_noH.pdb,159200
768,at-frame159400_noH.pdb,159400
769,at-frame159600_noH.pdb,159600
770,at-frame159800_noH.pdb,159800
771,at-frame160000_noH.pdb,160000
772,at-frame160200_noH.pdb,160200
773,at-frame160400_noH.pdb,160400
774,at-frame160600_noH.pdb,160600
775,at-frame160800_noH.pdb,160800
776,at-frame161000_noH.pdb,161000
777,at-frame161200_noH.pdb,161200
778,at-frame161400_noH.pdb,161400
779,at-frame161600_noH.pdb,161600
780,at-frame161800_noH.pdb,161800
781,at-frame162000_noH.pdb,162000
782,at-frame162200_noH.pdb,162200
783,at-frame162400_noH.pdb,162400
784,at-frame162600_noH.pdb,162600
785,at-frame162800_noH.pdb,162800
786,at-frame163000_noH.pdb,163000
787,at-frame163200_noH.pdb,163200
788,at-frame163400_noH.pdb,163400
789,at-frame163600_noH.pdb,163600
790,at-frame163800_noH.pdb,163800
791,at-frame164000_noH.pdb,164000
792,at-frame164200_noH.pdb,164200
793,at-frame164400_noH.pdb,164400
794,at-frame164600_noH.pdb,164600
795,at-frame164800_noH.pdb,164800
796,at-frame165000_noH.pdb,165000
797,at-frame165200_noH.pdb,165200
798,at-frame165400_noH.pdb,165400
799,at-frame165800_noH.pdb,165800
800,at-frame166000_noH.pdb,166000
801,at-frame166200_noH.pdb,166200
802,at-frame166400_noH.pdb,166400
803,at-frame166600_noH.pdb,166600
804,at-frame166800_noH.pdb,166800
805,at-frame167000_noH.pdb,167000
806,at-frame167200_noH.pdb,167200
807,at-frame167400_noH.pdb,167400
808,at-frame167800_noH.pdb,167800
809,at-frame168000_noH.pdb,168000
810,at-frame168200_noH.pdb,168200
811,at-frame168400_noH.pdb,168400
812,at-frame168800_noH.pdb,168800
813,at-frame169000_noH.pdb,169000
814,at-frame169200_noH.pdb,169200
815,at-frame169400_noH.pdb,169400
816,at-frame169600_noH.pdb,169600
817,at-frame169800_noH.pdb,169800
818,at-frame170000_noH.pdb,170000
819,at-frame170200_noH.pdb,170200
820,at-frame170400_noH.pdb,170400
821,at-frame170600_noH.pdb,170600
822,at-frame170800_noH.pdb,170800
823,at-frame171000_noH.pdb,171000
824,at-frame171200_noH.pdb,171200
825,at-frame171400_noH.pdb,171400
826,at-frame171600_noH.pdb,171600
827,at-frame171800_noH.pdb,171800
828,at-frame172000_noH.pdb,172000
829,at-frame172200_noH.pdb,172200
830,at-frame172400_noH.pdb,172400
831,at-frame172600_noH.pdb,172600
832,at-frame172800_noH.pdb,172800
833,at-frame173000_noH.pdb,173000
834,at-frame173200_noH.pdb,173200
835,at-frame173400_noH.pdb,173400
836,at-frame173600_noH.pdb,173600
837,at-frame173800_noH.pdb,173800
838,at-frame174000_noH.pdb,174000
839,at-frame174200_noH.pdb,174200
840,at-frame174400_noH.pdb,174400
841,at-frame174600_noH.pdb,174600
842,at-frame174800_noH.pdb,174800
843,at-frame175000_noH.pdb,175000
844,at-frame175200_noH.pdb,175200
845,at-frame175400_noH.pdb,175400
846,at-frame175600_noH.pdb,175600
847,at-frame175800_noH.pdb,175800
848,at-frame176000_noH.pdb,176000
849,at-frame176200_noH.pdb,176200
850,at-frame176400_noH.pdb,176400
851,at-frame176600_noH.pdb,176600
852,at-frame176800_noH.pdb,176800
853,at-frame177000_noH.pdb,177000
854,at-frame177200_noH.pdb,177200
855,at-frame177400_noH.pdb,177400
856,at-frame178000_noH.pdb,178000
857,at-frame178200_noH.pdb,178200
858,at-frame178400_noH.pdb,178400
859,at-frame178600_noH.pdb,178600
860,at-frame178800_noH.pdb,178800
861,at-frame179000_noH.pdb,179000
862,at-frame179400_noH.pdb,179400
863,at-frame179600_noH.pdb,179600
864,at-frame179800_noH.pdb,179800
865,at-frame180000_noH.pdb,180000
866,at-frame180200_noH.pdb,180200
867,at-frame180400_noH.pdb,180400
868,at-frame180600_noH.pdb,180600
869,at-frame180800_noH.pdb,180800
870,at-frame181000_noH.pdb,181000
871,at-frame181200_noH.pdb,181200
872,at-frame181400_noH.pdb,181400
873,at-frame181600_noH.pdb,181600
874,at-frame181800_noH.pdb,181800
875,at-frame182000_noH.pdb,182000
876,at-frame182200_noH.pdb,182200
877,at-frame182400_noH.pdb,182400
878,at-frame182600_noH.pdb,182600
879,at-frame182800_noH.pdb,182800
880,at-frame183000_noH.pdb,183000
881,at-frame183200_noH.pdb,183200
882,at-frame183400_noH.pdb,183400
883,at-frame183600_noH.pdb,183600
884,at-frame183800_noH.pdb,183800
885,at-frame184000_noH.pdb,184000
886,at-frame184200_noH.pdb,184200
887,at-frame184400_noH.pdb,184400
888,at-frame184600_noH.pdb,184600
889,at-frame184800_noH.pdb,184800
890,at-frame185000_noH.pdb,185000
891,at-frame185200_noH.pdb,185200
892,at-frame185400_noH.pdb,185400
893,at-frame185600_noH.pdb,185600
894,at-frame185800_noH.pdb,185800
895,at-frame186200_noH.pdb,186200
896,at-frame186400_noH.pdb,186400
897,at-frame186600_noH.pdb,186600
898,at-frame186800_noH.pdb,186800
899,at-frame187000_noH.pdb,187000
900,at-frame187200_noH.pdb,187200
901,at-frame187400_noH.pdb,187400
902,at-frame187600_noH.pdb,187600
903,at-frame187800_noH.pdb,187800
904,at-frame188000_noH.pdb,188000
905,at-frame188200_noH.pdb,188200
906,at-frame188400_noH.pdb,188400
907,at-frame188600_noH.pdb,188600
908,at-frame188800_noH.pdb,188800
909,at-frame189000_noH.pdb,189000
910,at-frame189200_noH.pdb,189200
911,at-frame189400_noH.pdb,189400
912,at-frame189600_noH.pdb,189600
913,at-frame189800_noH.pdb,189800
914,at-frame190000_noH.pdb,190000
915,at-frame190200_noH.pdb,190200
916,at-frame190400_noH.pdb,190400
917,at-frame190600_noH.pdb,190600
918,at-frame190800_noH.pdb,190800
919,at-frame191200_noH.pdb,191200
920,at-frame191600_noH.pdb,191600
921,at-frame191800_noH.pdb,191800
922,at-frame192000_noH.pdb,192000
923,at-frame192200_noH.pdb,192200
924,at-frame192400_noH.pdb,192400
925,at-frame192600_noH.pdb,192600
926,at-frame192800_noH.pdb,192800
927,at-frame193000_noH.pdb,193000
928,at-frame193200_noH.pdb,193200
929,at-frame193400_noH.pdb,193400
930,at-frame193600_noH.pdb,193600
931,at-frame193800_noH.pdb,193800
932,at-frame194000_noH.pdb,194000
933,at-frame194200_noH.pdb,194200
934,at-frame194400_noH.pdb,194400
935,at-frame194600_noH.pdb,194600
936,at-frame194800_noH.pdb,194800
937,at-frame195000_noH.pdb,195000
938,at-frame195200_noH.pdb,195200
939,at-frame195400_noH.pdb,195400
940,at-frame195600_noH.pdb,195600
941,at-frame195800_noH.pdb,195800
942,at-frame196000_noH.pdb,196000
943,at-frame196200_noH.pdb,196200
944,at-frame196400_noH.pdb,196400
945,at-frame196600_noH.pdb,196600
946,at-frame196800_noH.pdb,196800
947,at-frame197000_noH.pdb,197000
948,at-frame197200_noH.pdb,197200
949,at-frame197400_noH.pdb,197400
950,at-frame197600_noH.pdb,197600
951,at-frame197800_noH.pdb,197800
952,at-frame198000_noH.pdb,198000
953,at-frame198200_noH.pdb,198200
954,at-frame198400_noH.pdb,198400
955,at-frame198600_noH.pdb,198600
956,at-frame198800_noH.pdb,198800
957,at-frame199000_noH.pdb,199000
958,at-frame199200_noH.pdb,199200
959,at-frame199400_noH.pdb,199400
960,at-frame199600_noH.pdb,199600
961,at-frame199800_noH.pdb,199800
962,at-frame200000_noH.pdb,200000
963,at-frame200200_noH.pdb,200200
964,at-frame200400_noH.pdb,200400
965,at-frame200600_noH.pdb,200600
966,at-frame200800_noH.pdb,200800
967,at-frame201000_noH.pdb,201000
968,at-frame201200_noH.pdb,201200
969,at-frame201400_noH.pdb,201400
970,at-frame201600_noH.pdb,201600
971,at-frame202000_noH.pdb,202000
972,at-frame202200_noH.pdb,202200
973,at-frame202400_noH.pdb,202400
974,at-frame202600_noH.pdb,202600
975,at-frame202800_noH.pdb,202800
976,at-frame203000_noH.pdb,203000
977,at-frame203200_noH.pdb,203200
978,at-frame203400_noH.pdb,203400
979,at-frame203600_noH.pdb,203600
980,at-frame203800_noH.pdb,203800
981,at-frame204000_noH.pdb,204000
982,at-frame204200_noH.pdb,204200
983,at-frame204400_noH.pdb,204400
984,at-frame204800_noH.pdb,204800
985,at-frame205000_noH.pdb,205000
986,at-frame205200_noH.pdb,205200
987,at-frame205400_noH.pdb,205400
988,at-frame205600_noH.pdb,205600
989,at-frame205800_noH.pdb,205800
990,at-frame206000_noH.pdb,206000
991,at-frame206200_noH.pdb,206200
992,at-frame206400_noH.pdb,206400
993,at-frame206600_noH.pdb,206600
994,at-frame206800_noH.pdb,206800
995,at-frame207000_noH.pdb,207000
996,at-frame207200_noH.pdb,207200
997,at-frame207400_noH.pdb,207400
998,at-frame207600_noH.pdb,207600
999,at-frame207800_noH.pdb,207800
1000,at-frame208000_noH.pdb,208000
1001,at-frame208200_noH.pdb,208200
1002,at-frame208400_noH.pdb,208400
1003,at-frame208600_noH.pdb,208600
1004,at-frame208800_noH.pdb,208800
1005,at-frame209000_noH.pdb,209000
1006,at-frame209200_noH.pdb,209200
1007,at-frame209600_noH.pdb,209600
1008,at-frame209800_noH.pdb,209800
1009,at-frame210000_noH.pdb,210000
1010,at-frame210200_noH.pdb,210200
1011,at-frame210400_noH.pdb,210400
1012,at-frame210600_noH.pdb,210600
1013,at-frame210800_noH.pdb,210800
1014,at-frame211000_noH.pdb,211000
1015,at-frame211200_noH.pdb,211200
1016,at-frame211400_noH.pdb,211400
1017,at-frame211600_noH.pdb,211600
1018,at-frame211800_noH.pdb,211800
1019,at-frame212000_noH.pdb,212000
1020,at-frame212200_noH.pdb,212200
1021,at-frame212400_noH.pdb,212400
1022,at-frame212600_noH.pdb,212600
1023,at-frame212800_noH.pdb,212800
1024,at-frame213000_noH.pdb,213000
1025,at-frame213200_noH.pdb,213200
1026,at-frame213400_noH.pdb,213400
1027,at-frame213600_noH.pdb,213600
1028,at-frame214000_noH.pdb,214000
1029,at-frame214200_noH.pdb,214200
1030,at-frame214400_noH.pdb,214400
1031,at-frame214600_noH.pdb,214600
1032,at-frame214800_noH.pdb,214800
1033,at-frame215000_noH.pdb,215000
1034,at-frame215200_noH.pdb,215200
1035,at-frame215400_noH.pdb,215400
1036,at-frame215600_noH.pdb,215600
1037,at-frame216000_noH.pdb,216000
1038,at-frame216200_noH.pdb,216200
1039,at-frame216400_noH.pdb,216400
1040,at-frame216600_noH.pdb,216600
1041,at-frame216800_noH.pdb,216800
1042,at-frame217000_noH.pdb,217000
1043,at-frame217400_noH.pdb,217400
1044,at-frame217600_noH.pdb,217600
1045,at-frame217800_noH.pdb,217800
1046,at-frame218000_noH.pdb,218000
1047,at-frame218200_noH.pdb,218200
1048,at-frame218400_noH.pdb,218400
1049,at-frame218600_noH.pdb,218600
1050,at-frame218800_noH.pdb,218800
1051,at-frame219000_noH.pdb,219000
1052,at-frame219200_noH.pdb,219200
1053,at-frame219400_noH.pdb,219400
1054,at-frame219600_noH.pdb,219600
1055,at-frame219800_noH.pdb,219800
1056,at-frame220000_noH.pdb,220000
1057,at-frame220200_noH.pdb,220200
1058,at-frame220400_noH.pdb,220400
1059,at-frame220600_noH.pdb,220600
1060,at-frame220800_noH.pdb,220800
1061,at-frame221000_noH.pdb,221000
1062,at-frame221200_noH.pdb,221200
1063,at-frame221400_noH.pdb,221400
1064,at-frame221600_noH.pdb,221600
1065,at-frame221800_noH.pdb,221800
1066,at-frame222000_noH.pdb,222000
1067,at-frame222200_noH.pdb,222200
1068,at-frame222400_noH.pdb,222400
1069,at-frame222600_noH.pdb,222600
1070,at-frame222800_noH.pdb,222800
1071,at-frame223000_noH.pdb,223000
1072,at-frame223200_noH.pdb,223200
1073,at-frame223400_noH.pdb,223400
1074,at-frame223800_noH.pdb,223800
1075,at-frame224000_noH.pdb,224000
1076,at-frame224200_noH.pdb,224200
1077,at-frame224400_noH.pdb,224400
1078,at-frame224600_noH.pdb,224600
1079,at-frame224800_noH.pdb,224800
1080,at-frame225000_noH.pdb,225000
1081,at-frame225200_noH.pdb,225200
1082,at-frame225400_noH.pdb,225400
1083,at-frame225600_noH.pdb,225600
1084,at-frame225800_noH.pdb,225800
1085,at-frame226000_noH.pdb,226000
1086,at-frame226200_noH.pdb,226200
1087,at-frame226400_noH.pdb,226400
1088,at-frame226600_noH.pdb,226600
1089,at-frame226800_noH.pdb,226800
1090,at-frame227000_noH.pdb,227000
1091,at-frame227200_noH.pdb,227200
1092,at-frame227400_noH.pdb,227400
1093,at-frame227600_noH.pdb,227600
1094,at-frame227800_noH.pdb,227800
1095,at-frame228000_noH.pdb,228000
1096,at-frame228200_noH.pdb,228200
1097,at-frame228400_noH.pdb,228400
1098,at-frame228600_noH.pdb,228600
1099,at-frame228800_noH.pdb,228800
1100,at-frame229000_noH.pdb,229000
1101,at-frame229200_noH.pdb,229200
1102,at-frame229400_noH.pdb,229400
1103,at-frame229600_noH.pdb,229600
1104,at-frame229800_noH.pdb,229800
1105,at-frame230000_noH.pdb,230000
1106,at-frame230200_noH.pdb,230200
1107,at-frame230400_noH.pdb,230400
1108,at-frame230600_noH.pdb,230600
1109,at-frame230800_noH.pdb,230800
1110,at-frame231000_noH.pdb,231000
1111,at-frame231200_noH.pdb,231200
1112,at-frame231400_noH.pdb,231400
1113,at-frame231600_noH.pdb,231600
1114,at-frame231800_noH.pdb,231800
1115,at-frame232000_noH.pdb,232000
1116,at-frame232200_noH.pdb,232200
1117,at-frame232400_noH.pdb,232400
1118,at-frame232600_noH.pdb,232600
1119,at-frame232800_noH.pdb,232800
1120,at-frame233000_noH.pdb,233000
1121,at-frame233200_noH.pdb,233200
1122,at-frame233400_noH.pdb,233400
1123,at-frame233600_noH.pdb,233600
1124,at-frame233800_noH.pdb,233800
1125,at-frame234000_noH.pdb,234000
1126,at-frame234200_noH.pdb,234200
1127,at-frame234400_noH.pdb,234400
1128,at-frame234600_noH.pdb,234600
1129,at-frame234800_noH.pdb,234800
1130,at-frame235000_noH.pdb,235000
1131,at-frame235200_noH.pdb,235200
1132,at-frame235400_noH.pdb,235400
1133,at-frame235600_noH.pdb,235600
1134,at-frame235800_noH.pdb,235800
1135,at-frame236000_noH.pdb,236000
1136,at-frame236200_noH.pdb,236200
1137,at-frame236400_noH.pdb,236400
1138,at-frame236600_noH.pdb,236600
1139,at-frame236800_noH.pdb,236800
1140,at-frame237000_noH.pdb,237000
1141,at-frame237200_noH.pdb,237200
1142,at-frame237400_noH.pdb,237400
1143,at-frame237600_noH.pdb,237600
1144,at-frame237800_noH.pdb,237800
1145,at-frame238000_noH.pdb,238000
1146,at-frame238200_noH.pdb,238200
1147,at-frame238400_noH.pdb,238400
1148,at-frame238800_noH.pdb,238800
1149,at-frame239000_noH.pdb,239000
1150,at-frame239200_noH.pdb,239200
1151,at-frame239400_noH.pdb,239400
1152,at-frame239600_noH.pdb,239600
1153,at-frame239800_noH.pdb,239800
1154,at-frame240000_noH.pdb,240000
1155,at-frame240200_noH.pdb,240200
1156,at-frame240400_noH.pdb,240400
1157,at-frame240600_noH.pdb,240600
1158,at-frame240800_noH.pdb,240800
1159,at-frame241000_noH.pdb,241000
1160,at-frame241200_noH.pdb,241200
1161,at-frame241600_noH.pdb,241600
1162,at-frame241800_noH.pdb,241800
1163,at-frame242000_noH.pdb,242000
1164,at-frame242200_noH.pdb,242200
1165,at-frame242400_noH.pdb,242400
1166,at-frame242600_noH.pdb,242600
1167,at-frame242800_noH.pdb,242800
1168,at-frame243000_noH.pdb,243000
1169,at-frame243200_noH.pdb,243200
1170,at-frame243400_noH.pdb,243400
1171,at-frame243600_noH.pdb,243600
1172,at-frame243800_noH.pdb,243800
1173,at-frame244000_noH.pdb,244000
1174,at-frame244200_noH.pdb,244200
1175,at-frame244400_noH.pdb,244400
1176,at-frame244600_noH.pdb,244600
1177,at-frame244800_noH.pdb,244800
1178,at-frame245000_noH.pdb,245000
1179,at-frame245200_noH.pdb,245200
1180,at-frame245400_noH.pdb,245400
1181,at-frame245600_noH.pdb,245600
1182,at-frame245800_noH.pdb,245800
1183,at-frame246000_noH.pdb,246000
1184,at-frame246200_noH.pdb,246200
1185,at-frame246400_noH.pdb,246400
1186,at-frame246600_noH.pdb,246600
1187,at-frame246800_noH.pdb,246800
1188,at-frame247000_noH.pdb,247000
1189,at-frame247200_noH.pdb,247200
1190,at-frame247400_noH.pdb,247400
1191,at-frame247600_noH.pdb,247600
1192,at-frame247800_noH.pdb,247800
1193,at-frame248000_noH.pdb,248000
1194,at-frame248200_noH.pdb,248200
1195,at-frame248400_noH.pdb,248400
1196,at-frame248600_noH.pdb,248600
1197,at-frame248800_noH.pdb,248800
1198,at-frame249000_noH.pdb,249000
1199,at-frame249200_noH.pdb,249200
1200,at-frame249400_noH.pdb,249400
1201,at-frame249600_noH.pdb,249600
1202,at-frame249800_noH.pdb,249800
1203,at-frame250000_noH.pdb,250000
1204,at-frame250200_noH.pdb,250200
1205,at-frame250400_noH.pdb,250400
1206,at-frame250600_noH.pdb,250600
1207,at-frame250800_noH.pdb,250800
1208,at-frame251000_noH.pdb,251000
1209,at-frame251200_noH.pdb,251200
1210,at-frame251400_noH.pdb,251400
1211,at-frame251600_noH.pdb,251600
1212,at-frame251800_noH.pdb,251800
1213,at-frame252000_noH.pdb,252000
1214,at-frame252200_noH.pdb,252200
1215,at-frame252400_noH.pdb,252400
1216,at-frame252600_noH.pdb,252600
1217,at-frame252800_noH.pdb,252800
1218,at-frame253000_noH.pdb,253000
1219,at-frame253200_noH.pdb,253200
1220,at-frame253400_noH.pdb,253400
1221,at-frame253600_noH.pdb,253600
1222,at-frame253800_noH.pdb,253800
1223,at-frame254000_noH.pdb,254000
1224,at-frame254400_noH.pdb,254400
1225,at-frame254600_noH.pdb,254600
1226,at-frame254800_noH.pdb,254800
1227,at-frame255000_noH.pdb,255000
1228,at-frame255200_noH.pdb,255200
1229,at-frame255600_noH.pdb,255600
1230,at-frame255800_noH.pdb,255800
1231,at-frame256000_noH.pdb,256000
1232,at-frame256200_noH.pdb,256200
1233,at-frame256400_noH.pdb,256400
1234,at-frame256600_noH.pdb,256600
1235,at-frame256800_noH.pdb,256800
1236,at-frame257000_noH.pdb,257000
1237,at-frame257200_noH.pdb,257200
1238,at-frame257400_noH.pdb,257400
1239,at-frame257600_noH.pdb,257600
1240,at-frame257800_noH.pdb,257800
1241,at-frame258000_noH.pdb,258000
1242,at-frame258200_noH.pdb,258200
1243,at-frame258400_noH.pdb,258400
1244,at-frame258600_noH.pdb,258600
1245,at-frame258800_noH.pdb,258800
1246,at-frame259000_noH.pdb,259000
1247,at-frame259200_noH.pdb,259200
1248,at-frame259400_noH.pdb,259400
1249,at-frame259800_noH.pdb,259800
1250,at-frame260200_noH.pdb,260200
1251,at-frame260400_noH.pdb,260400
1252,at-frame260600_noH.pdb,260600
1253,at-frame260800_noH.pdb,260800
1254,at-frame261000_noH.pdb,261000
1255,at-frame261200_noH.pdb,261200
1256,at-frame261400_noH.pdb,261400
1257,at-frame261600_noH.pdb,261600
1258,at-frame261800_noH.pdb,261800
1259,at-frame262000_noH.pdb,262000
1260,at-frame262200_noH.pdb,262200
1261,at-frame262400_noH.pdb,262400
1262,at-frame262600_noH.pdb,262600
1263,at-frame262800_noH.pdb,262800
1264,at-frame263000_noH.pdb,263000
1265,at-frame263200_noH.pdb,263200
1266,at-frame263400_noH.pdb,263400
1267,at-frame263600_noH.pdb,263600
1268,at-frame263800_noH.pdb,263800
1269,at-frame264000_noH.pdb,264000
1270,at-frame264200_noH.pdb,264200
1271,at-frame264400_noH.pdb,264400
1272,at-frame264600_noH.pdb,264600
1273,at-frame264800_noH.pdb,264800
1274,at-frame265000_noH.pdb,265000
1275,at-frame265200_noH.pdb,265200
1276,at-frame265400_noH.pdb,265400
1277,at-frame265600_noH.pdb,265600
1278,at-frame265800_noH.pdb,265800
1279,at-frame266000_noH.pdb,266000
1280,at-frame266200_noH.pdb,266200
1281,at-frame266400_noH.pdb,266400
1282,at-frame266600_noH.pdb,266600
1283,at-frame266800_noH.pdb,266800
1284,at-frame267000_noH.pdb,267000
1285,at-frame267200_noH.pdb,267200
1286,at-frame267400_noH.pdb,267400
1287,at-frame267600_noH.pdb,267600
1288,at-frame267800_noH.pdb,267800
1289,at-frame268000_noH.pdb,268000
1290,at-frame268200_noH.pdb,268200
1291,at-frame268400_noH.pdb,268400
1292,at-frame268600_noH.pdb,268600
1293,at-frame268800_noH.pdb,268800
1294,at-frame269000_noH.pdb,269000
1295,at-frame269200_noH.pdb,269200
1296,at-frame269400_noH.pdb,269400
1297,at-frame269600_noH.pdb,269600
1298,at-frame269800_noH.pdb,269800
1299,at-frame270000_noH.pdb,270000
1300,at-frame270200_noH.pdb,270200
1301,at-frame270400_noH.pdb,270400
1302,at-frame270600_noH.pdb,270600
1303,at-frame270800_noH.pdb,270800
1304,at-frame271000_noH.pdb,271000
1305,at-frame271200_noH.pdb,271200
1306,at-frame271400_noH.pdb,271400
1307,at-frame271600_noH.pdb,271600
1308,at-frame271800_noH.pdb,271800
1309,at-frame272000_noH.pdb,272000
1310,at-frame272200_noH.pdb,272200
1311,at-frame272400_noH.pdb,272400
1312,at-frame272600_noH.pdb,272600
1313,at-frame272800_noH.pdb,272800
1314,at-frame273000_noH.pdb,273000
1315,at-frame273200_noH.pdb,273200
1316,at-frame273400_noH.pdb,273400
1317,at-frame273600_noH.pdb,273600
1318,at-frame273800_noH.pdb,273800
1319,at-frame274000_noH.pdb,274000
1320,at-frame274200_noH.pdb,274200
1321,at-frame274400_noH.pdb,274400
1322,at-frame274600_noH.pdb,274600
1323,at-frame274800_noH.pdb,274800
1324,at-frame275000_noH.pdb,275000
1325,at-frame275200_noH.pdb,275200
1326,at-frame275400_noH.pdb,275400
1327,at-frame275600_noH.pdb,275600
1328,at-frame275800_noH.pdb,275800
1329,at-frame276000_noH.pdb,276000
1330,at-frame276600_noH.pdb,276600
1331,at-frame276800_noH.pdb,276800
1332,at-frame277000_noH.pdb,277000
1333,at-frame277200_noH.pdb,277200
1334,at-frame277400_noH.pdb,277400
1335,at-frame277600_noH.pdb,277600
1336,at-frame277800_noH.pdb,277800
1337,at-frame278000_noH.pdb,278000
1338,at-frame278200_noH.pdb,278200
1339,at-frame278400_noH.pdb,278400
1340,at-frame278600_noH.pdb,278600
1341,at-frame278800_noH.pdb,278800
1342,at-frame279000_noH.pdb,279000
1343,at-frame279200_noH.pdb,279200
1344,at-frame279400_noH.pdb,279400
1345,at-frame279600_noH.pdb,279600
1346,at-frame279800_noH.pdb,279800
1347,at-frame280000_noH.pdb,280000
1348,at-frame280200_noH.pdb,280200
1349,at-frame280400_noH.pdb,280400
1350,at-frame280600_noH.pdb,280600
1351,at-frame280800_noH.pdb,280800
1352,at-frame281000_noH.pdb,281000
1353,at-frame281200_noH.pdb,281200
1354,at-frame281400_noH.pdb,281400
1355,at-frame281600_noH.pdb,281600
1356,at-frame281800_noH.pdb,281800
1357,at-frame282000_noH.pdb,282000
1358,at-frame282200_noH.pdb,282200
1359,at-frame282400_noH.pdb,282400
1360,at-frame282600_noH.pdb,282600
1361,at-frame282800_noH.pdb,282800
1362,at-frame283000_noH.pdb,283000
1363,at-frame283200_noH.pdb,283200
1364,at-frame283400_noH.pdb,283400
1365,at-frame283600_noH.pdb,283600
1366,at-frame283800_noH.pdb,283800
1367,at-frame284000_noH.pdb,284000
1368,at-frame284200_noH.pdb,284200
1369,at-frame284400_noH.pdb,284400
1370,at-frame284600_noH.pdb,284600
1371,at-frame284800_noH.pdb,284800
1372,at-frame285000_noH.pdb,285000
1373,at-frame285200_noH.pdb,285200
1374,at-frame285400_noH.pdb,285400
1375,at-frame285600_noH.pdb,285600
1376,at-frame285800_noH.pdb,285800
1377,at-frame286000_noH.pdb,286000
1378,at-frame286200_noH.pdb,286200
1379,at-frame286400_noH.pdb,286400
1380,at-frame286800_noH.pdb,286800
1381,at-frame287000_noH.pdb,287000
1382,at-frame287200_noH.pdb,287200
1383,at-frame287400_noH.pdb,287400
1384,at-frame287600_noH.pdb,287600
1385,at-frame287800_noH.pdb,287800
1386,at-frame288000_noH.pdb,288000
1387,at-frame288200_noH.pdb,288200
1388,at-frame288400_noH.pdb,288400
1389,at-frame288600_noH.pdb,288600
1390,at-frame288800_noH.pdb,288800
1391,at-frame289000_noH.pdb,289000
1392,at-frame289200_noH.pdb,289200
1393,at-frame289400_noH.pdb,289400
1394,at-frame289600_noH.pdb,289600
1395,at-frame289800_noH.pdb,289800
1396,at-frame290000_noH.pdb,290000
1397,at-frame290200_noH.pdb,290200
1398,at-frame290400_noH.pdb,290400
1399,at-frame290600_noH.pdb,290600
1400,at-frame290800_noH.pdb,290800
1401,at-frame291000_noH.pdb,291000
1402,at-frame291200_noH.pdb,291200
1403,at-frame291400_noH.pdb,291400
1404,at-frame291600_noH.pdb,291600
1405,at-frame291800_noH.pdb,291800
1406,at-frame292000_noH.pdb,292000
1407,at-frame292200_noH.pdb,292200
1408,at-frame292400_noH.pdb,292400
1409,at-frame292600_noH.pdb,292600
1410,at-frame292800_noH.pdb,292800
1411,at-frame293000_noH.pdb,293000
1412,at-frame293200_noH.pdb,293200
1413,at-frame293400_noH.pdb,293400
1414,at-frame293600_noH.pdb,293600
1415,at-frame293800_noH.pdb,293800
1416,at-frame294000_noH.pdb,294000
1417,at-frame294200_noH.pdb,294200
1418,at-frame294400_noH.pdb,294400
1419,at-frame294600_noH.pdb,294600
1420,at-frame294800_noH.pdb,294800
1421,at-frame295000_noH.pdb,295000
1422,at-frame295200_noH.pdb,295200
1423,at-frame295400_noH.pdb,295400
1424,at-frame295600_noH.pdb,295600
1425,at-frame295800_noH.pdb,295800
1426,at-frame296000_noH.pdb,296000
1427,at-frame296200_noH.pdb,296200
1428,at-frame296400_noH.pdb,296400
1429,at-frame296600_noH.pdb,296600
1430,at-frame296800_noH.pdb,296800
1431,at-frame297000_noH.pdb,297000
1432,at-frame297200_noH.pdb,297200
1433,at-frame297400_noH.pdb,297400
1434,at-frame297600_noH.pdb,297600
1435,at-frame297800_noH.pdb,297800
1436,at-frame298000_noH.pdb,298000
1437,at-frame298200_noH.pdb,298200
1438,at-frame298400_noH.pdb,298400
1439,at-frame298600_noH.pdb,298600
1440,at-frame298800_noH.pdb,298800
1441,at-frame299000_noH.pdb,299000
1442,at-frame299200_noH.pdb,299200
1443,at-frame299400_noH.pdb,299400
1444,at-frame299600_noH.pdb,299600
